year,BoroCode,BoroName,CT2020,BoroCT2020,NTAName,NTA2020,CDTA2020,GEOID,group,is_top_aff,count
2023,"4",Queens,"026501","4026501",Elmhurst,QN0401,QN04,"36081026501",,,1
2023,"4",Queens,"024900","4024900",Woodside,QN0203,QN02,"36081024900",,,1
2023,"4",Queens,"026100","4026100",Woodside,QN0203,QN02,"36081026100",,,1
2023,"4",Queens,"022900","4022900",Calvary & Mount Zion Cemeteries,QN0271,QN02,"36081022900",,,1
2023,"4",Queens,"048302","4048302",Woodside,QN0203,QN02,"36081048302",,,1
2023,"4",Queens,"024500","4024500",Woodside,QN0203,QN02,"36081024500",,,1
2023,"4",Queens,"024700","4024700",Woodside,QN0203,QN02,"36081024700",,,1
2023,"4",Queens,"017101","4017101",Sunnyside Yards (South),QN0261,QN02,"36081017101",,,3
2023,"4",Queens,"024300","4024300",Woodside,QN0203,QN02,"36081024300",,,1
2023,"4",Queens,"028900","4028900",Jackson Heights,QN0301,QN03,"36081028900",,,1
2023,"4",Queens,"029700","4029700",Astoria (East)-Woodside (North),QN0104,QN01,"36081029700",,,1
2023,"4",Queens,"029100","4029100",Jackson Heights,QN0301,QN03,"36081029100",,,1
2023,"4",Queens,"029300","4029300",Woodside,QN0203,QN02,"36081029300",,,1
2018,"3",Brooklyn,"024400","3024400",Mapleton-Midwood (West),BK1204,BK12,"36047024400",,,2
2018,"3",Brooklyn,"024600","3024600",Mapleton-Midwood (West),BK1204,BK12,"36047024600",,,1
2018,"3",Brooklyn,"024800","3024800",Bensonhurst,BK1101,BK11,"36047024800",,,3
2018,"3",Brooklyn,"025200","3025200",Bensonhurst,BK1101,BK11,"36047025200",,,3
2018,"3",Brooklyn,"025400","3025400",Bensonhurst,BK1101,BK11,"36047025400",,,1
2018,"3",Brooklyn,"043200","3043200",Bensonhurst,BK1101,BK11,"36047043200",,,1
2018,"3",Brooklyn,"043400","3043400",Bensonhurst,BK1101,BK11,"36047043400",,,1
2018,"3",Brooklyn,"043600","3043600",Bensonhurst,BK1101,BK11,"36047043600",,,1
2018,"3",Brooklyn,"043800","3043800",Mapleton-Midwood (West),BK1204,BK12,"36047043800",,,1
2018,"3",Brooklyn,"044000","3044000",Mapleton-Midwood (West),BK1204,BK12,"36047044000",,,1
2018,"3",Brooklyn,"044400","3044400",Mapleton-Midwood (West),BK1204,BK12,"36047044400",,,1
2018,"3",Brooklyn,"044600","3044600",Mapleton-Midwood (West),BK1204,BK12,"36047044600",,,1
2018,"3",Brooklyn,"044800","3044800",Mapleton-Midwood (West),BK1204,BK12,"36047044800",,,3
2018,"3",Brooklyn,"046800","3046800",Mapleton-Midwood (West),BK1204,BK12,"36047046800",,,2
2018,"3",Brooklyn,"046400","3046400",Mapleton-Midwood (West),BK1204,BK12,"36047046400",,,2
2018,"3",Brooklyn,"042400","3042400",Gravesend (West),BK1103,BK11,"36047042400",,,1
2018,"3",Brooklyn,"042600","3042600",Gravesend (West),BK1103,BK11,"36047042600",,,1
2018,"3",Brooklyn,"045000","3045000",Mapleton-Midwood (West),BK1204,BK12,"36047045000",,,3
2018,"3",Brooklyn,"046202","3046202",Mapleton-Midwood (West),BK1204,BK12,"36047046202",,,4
2018,"3",Brooklyn,"080000","3080000",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047080000",,,5
2018,"3",Brooklyn,"032700","3032700",Prospect Lefferts Gardens-Wingate,BK0902,BK09,"36047032700",,,5
2018,"3",Brooklyn,"030900","3030900",Crown Heights (North),BK0802,BK08,"36047030900",,,3
2018,"3",Brooklyn,"031100","3031100",Crown Heights (North),BK0802,BK08,"36047031100",,,5
2018,"3",Brooklyn,"031300","3031300",Crown Heights (North),BK0802,BK08,"36047031300",,,5
2018,"3",Brooklyn,"031500","3031500",Crown Heights (North),BK0802,BK08,"36047031500",,,5
2018,"3",Brooklyn,"031701","3031701",Crown Heights (North),BK0802,BK08,"36047031701",,,5
2018,"3",Brooklyn,"031900","3031900",Crown Heights (South),BK0901,BK09,"36047031900",,,3
2018,"3",Brooklyn,"032100","3032100",Crown Heights (South),BK0901,BK09,"36047032100",,,3
2018,"3",Brooklyn,"034100","3034100",Crown Heights (North),BK0802,BK08,"36047034100",,,4
2018,"3",Brooklyn,"034300","3034300",Crown Heights (North),BK0802,BK08,"36047034300",,,4
2018,"3",Brooklyn,"021900","3021900",Crown Heights (North),BK0802,BK08,"36047021900",,,4
2018,"3",Brooklyn,"031702","3031702",Crown Heights (North),BK0802,BK08,"36047031702",,,5
2018,"3",Brooklyn,"022100","3022100",Crown Heights (North),BK0802,BK08,"36047022100",,,5
2018,"3",Brooklyn,"027100","3027100",Bedford-Stuyvesant (East),BK0302,BK03,"36047027100",,,5
2018,"3",Brooklyn,"024700","3024700",Bedford-Stuyvesant (West),BK0301,BK03,"36047024700",,,5
2020,"3",Brooklyn,"002000","3002000",Sunset Park (West),BK0702,BK07,"36047002000",,,4
2020,"3",Brooklyn,"007600","3007600",Sunset Park (West),BK0702,BK07,"36047007600",,,4
2020,"3",Brooklyn,"007800","3007800",Sunset Park (West),BK0702,BK07,"36047007800",,,4
2020,"3",Brooklyn,"008000","3008000",Sunset Park (West),BK0702,BK07,"36047008000",,,4
2020,"3",Brooklyn,"008200","3008200",Sunset Park (West),BK0702,BK07,"36047008200",,,3
2020,"3",Brooklyn,"008400","3008400",Sunset Park (West),BK0702,BK07,"36047008400",,,3
2020,"3",Brooklyn,"008800","3008800",Sunset Park (Central),BK0703,BK07,"36047008800",,,3
2020,"3",Brooklyn,"009001","3009001",Sunset Park (Central),BK0703,BK07,"36047009001",,,3
2020,"3",Brooklyn,"009002","3009002",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047009002",,,3
2020,"3",Brooklyn,"009202","3009202",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047009202",,,3
2020,"3",Brooklyn,"009401","3009401",Sunset Park (Central),BK0703,BK07,"36047009401",,,3
2020,"3",Brooklyn,"009402","3009402",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047009402",,,3
2020,"3",Brooklyn,"009600","3009600",Sunset Park (Central),BK0703,BK07,"36047009600",,,4
2020,"3",Brooklyn,"009800","3009800",Sunset Park (Central),BK0703,BK07,"36047009800",,,4
2020,"3",Brooklyn,"010601","3010601",Sunset Park (Central),BK0703,BK07,"36047010601",,,4
2020,"3",Brooklyn,"010602","3010602",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047010602",,,3
2020,"3",Brooklyn,"010801","3010801",Sunset Park (Central),BK0703,BK07,"36047010801",,,3
2020,"3",Brooklyn,"010802","3010802",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047010802",,,3
2020,"3",Brooklyn,"017500","3017500",Green-Wood Cemetery,BK0771,BK07,"36047017500",,,3
2020,"3",Brooklyn,"010000","3010000",Sunset Park (Central),BK0703,BK07,"36047010000",,,4
2020,"3",Brooklyn,"008600","3008600",Sunset Park (Central),BK0703,BK07,"36047008600",,,3
2020,"3",Brooklyn,"009201","3009201",Sunset Park (Central),BK0703,BK07,"36047009201",,,3
2020,"3",Brooklyn,"000200","3000200",Sunset Park (West),BK0702,BK07,"36047000200",,,4
2020,"2",Bronx,"026500","2026500",University Heights (North)-Fordham,BX0701,BX07,"36005026500",,,2
2020,"2",Bronx,"026701","2026701",Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,"36005026701",,,1
2020,"2",Bronx,"026702","2026702",Kingsbridge Heights-Van Cortlandt Village,BX0801,BX08,"36005026702",,,1
2020,"2",Bronx,"040302","2040302",Bedford Park,BX0702,BX07,"36005040302",,,3
2020,"2",Bronx,"040303","2040303",Bedford Park,BX0702,BX07,"36005040303",,,3
2020,"2",Bronx,"040304","2040304",Bedford Park,BX0702,BX07,"36005040304",,,2
2020,"2",Bronx,"040501","2040501",Bedford Park,BX0702,BX07,"36005040501",,,4
2020,"2",Bronx,"040701","2040701",Bedford Park,BX0702,BX07,"36005040701",,,2
2020,"2",Bronx,"040702","2040702",Bedford Park,BX0702,BX07,"36005040702",,,4
2020,"2",Bronx,"041100","2041100",Bedford Park,BX0702,BX07,"36005041100",,,3
2020,"2",Bronx,"040900","2040900",Bedford Park,BX0702,BX07,"36005040900",,,3
2022,"3",Brooklyn,"044200","3044200",Mapleton-Midwood (West),BK1204,BK12,"36047044200",,,4
2022,"3",Brooklyn,"045400","3045400",Mapleton-Midwood (West),BK1204,BK12,"36047045400",,,3
2022,"3",Brooklyn,"053400","3053400",Midwood,BK1403,BK14,"36047053400",,,2
2022,"3",Brooklyn,"053800","3053800",Midwood,BK1403,BK14,"36047053800",,,2
2022,"3",Brooklyn,"054400","3054400",Midwood,BK1403,BK14,"36047054400",,,2
2022,"3",Brooklyn,"054600","3054600",Midwood,BK1403,BK14,"36047054600",,,2
2022,"3",Brooklyn,"054800","3054800",Madison,BK1502,BK15,"36047054800",,,1
2022,"3",Brooklyn,"055000","3055000",Madison,BK1502,BK15,"36047055000",,,2
2022,"3",Brooklyn,"055200","3055200",Madison,BK1502,BK15,"36047055200",,,2
2022,"3",Brooklyn,"064200","3064200",Madison,BK1502,BK15,"36047064200",,,1
2022,"3",Brooklyn,"074600","3074600",Flatlands,BK1801,BK18,"36047074600",,,1
2022,"3",Brooklyn,"074800","3074800",Midwood,BK1403,BK14,"36047074800",,,2
2022,"3",Brooklyn,"075400","3075400",Midwood,BK1403,BK14,"36047075400",,,2
2022,"3",Brooklyn,"075600","3075600",Midwood,BK1403,BK14,"36047075600",,,1
2022,"3",Brooklyn,"075800","3075800",Midwood,BK1403,BK14,"36047075800",,,2
2022,"3",Brooklyn,"076000","3076000",Midwood,BK1403,BK14,"36047076000",,,2
2022,"3",Brooklyn,"076800","3076800",Midwood,BK1403,BK14,"36047076800",,,3
2022,"3",Brooklyn,"055400","3055400",Gravesend (East)-Homecrest,BK1501,BK15,"36047055400",,,3
2022,"3",Brooklyn,"054200","3054200",Midwood,BK1403,BK14,"36047054200",,,3
2018,"3",Brooklyn,"008800","3008800",Sunset Park (Central),BK0703,BK07,"36047008800",,,5
2018,"3",Brooklyn,"009001","3009001",Sunset Park (Central),BK0703,BK07,"36047009001",,,5
2018,"3",Brooklyn,"017500","3017500",Green-Wood Cemetery,BK0771,BK07,"36047017500",,,6
2018,"3",Brooklyn,"022600","3022600",Borough Park,BK1202,BK12,"36047022600",,,5
2019,"1",Manhattan,"022600","1022600",Harlem (North),MN1002,MN10,"36061022600",,,3
2019,"1",Manhattan,"022800","1022800",Harlem (North),MN1002,MN10,"36061022800",,,2
2019,"1",Manhattan,"023100","1023100",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023100",,,1
2019,"1",Manhattan,"022700","1022700",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061022700",,,2
2019,"1",Manhattan,"025900","1025900",Harlem (North),MN1002,MN10,"36061025900",,,2
2019,"1",Manhattan,"023200","1023200",Harlem (North),MN1002,MN10,"36061023200",Top OZs (by units),TRUE,1
2019,"1",Manhattan,"023000","1023000",Harlem (North),MN1002,MN10,"36061023000",Top OZs (by units),TRUE,2
2019,"1",Manhattan,"021303","1021303",Manhattanville-West Harlem,MN0902,MN09,"36061021303",,,3
2019,"1",Manhattan,"021500","1021500",Harlem (North),MN1002,MN10,"36061021500",,,3
2019,"1",Manhattan,"021703","1021703",Manhattanville-West Harlem,MN0902,MN09,"36061021703",,,3
2019,"1",Manhattan,"022102","1022102",Harlem (North),MN1002,MN10,"36061022102",,,2
2019,"1",Manhattan,"022301","1022301",Manhattanville-West Harlem,MN0902,MN09,"36061022301",,,2
2019,"1",Manhattan,"022302","1022302",Manhattanville-West Harlem,MN0902,MN09,"36061022302",,,2
2019,"1",Manhattan,"023300","1023300",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023300",,,1
2019,"1",Manhattan,"021900","1021900",Manhattanville-West Harlem,MN0902,MN09,"36061021900",,,2
2019,"1",Manhattan,"022500","1022500",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061022500",,,2
2019,"1",Manhattan,"022900","1022900",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061022900",,,2
2021,"1",Manhattan,"027500","1027500",Washington Heights (North),MN1202,MN12,"36061027500",,,11
2021,"1",Manhattan,"010100","1010100",Midtown South-Flatiron-Union Square,MN0501,MN05,"36061010100",,,1
2021,"1",Manhattan,"010300","1010300",Chelsea-Hudson Yards,MN0401,MN04,"36061010300",,,1
2023,"3",Brooklyn,"011000","3011000",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047011000",,,1
2023,"3",Brooklyn,"011200","3011200",Sunset Park (East)-Borough Park (West),BK1201,BK12,"36047011200",,,2
2023,"3",Brooklyn,"019200","3019200",Borough Park,BK1202,BK12,"36047019200",,,2
2023,"3",Brooklyn,"021400","3021400",Borough Park,BK1202,BK12,"36047021400",,,3
2023,"3",Brooklyn,"021600","3021600",Borough Park,BK1202,BK12,"36047021600",,,3
2023,"3",Brooklyn,"021800","3021800",Borough Park,BK1202,BK12,"36047021800",,,3
2023,"3",Brooklyn,"022000","3022000",Borough Park,BK1202,BK12,"36047022000",,,3
2023,"3",Brooklyn,"022200","3022200",Borough Park,BK1202,BK12,"36047022200",,,2
2023,"3",Brooklyn,"022400","3022400",Borough Park,BK1202,BK12,"36047022400",,,1
2023,"3",Brooklyn,"022600","3022600",Borough Park,BK1202,BK12,"36047022600",,,1
2023,"3",Brooklyn,"022800","3022800",Borough Park,BK1202,BK12,"36047022800",,,1
2023,"3",Brooklyn,"023000","3023000",Borough Park,BK1202,BK12,"36047023000",,,1
2023,"3",Brooklyn,"023200","3023200",Borough Park,BK1202,BK12,"36047023200",,,1
2023,"3",Brooklyn,"023400","3023400",Borough Park,BK1202,BK12,"36047023400",,,1
2023,"3",Brooklyn,"023600","3023600",Borough Park,BK1202,BK12,"36047023600",,,2
2023,"3",Brooklyn,"023800","3023800",Borough Park,BK1202,BK12,"36047023800",,,2
2023,"3",Brooklyn,"024000","3024000",Borough Park,BK1202,BK12,"36047024000",,,2
2023,"3",Brooklyn,"024200","3024200",Borough Park,BK1202,BK12,"36047024200",,,2
2022,"2",Bronx,"024100","2024100",Mount Hope,BX0502,BX05,"36005024100",,,4
2022,"2",Bronx,"025100","2025100",University Heights (South)-Morris Heights,BX0501,BX05,"36005025100",,,3
2022,"2",Bronx,"040302","2040302",Bedford Park,BX0702,BX07,"36005040302",,,3
2022,"2",Bronx,"040501","2040501",Bedford Park,BX0702,BX07,"36005040501",,,3
2022,"2",Bronx,"040502","2040502",Bedford Park,BX0702,BX07,"36005040502",,,3
2022,"2",Bronx,"039700","2039700",Belmont,BX0603,BX06,"36005039700",,,3
2022,"2",Bronx,"038304","2038304",Belmont,BX0603,BX06,"36005038304",,,1
2022,"2",Bronx,"038500","2038500",Belmont,BX0603,BX06,"36005038500",,,1
2022,"2",Bronx,"038100","2038100",Mount Hope,BX0502,BX05,"36005038100",,,3
2022,"2",Bronx,"038303","2038303",Fordham Heights,BX0503,BX05,"36005038303",,,2
2022,"2",Bronx,"039902","2039902",Fordham Heights,BX0503,BX05,"36005039902",,,2
2022,"2",Bronx,"038700","2038700",Belmont,BX0603,BX06,"36005038700",,,1
2022,"2",Bronx,"023501","2023501",Mount Hope,BX0502,BX05,"36005023501",,,3
2022,"2",Bronx,"023502","2023502",Mount Hope,BX0502,BX05,"36005023502",,,3
2022,"2",Bronx,"023704","2023704",Fordham Heights,BX0503,BX05,"36005023704",,,3
2022,"2",Bronx,"038301","2038301",Fordham Heights,BX0503,BX05,"36005038301",,,3
2022,"2",Bronx,"037900","2037900",Mount Hope,BX0502,BX05,"36005037900",,,2
2022,"2",Bronx,"039500","2039500",Tremont,BX0602,BX06,"36005039500",,,1
2021,"2",Bronx,"020900","2020900",Mount Eden-Claremont (West),BX0403,BX04,"36005020900",,,7
2021,"2",Bronx,"021501","2021501",University Heights (South)-Morris Heights,BX0501,BX05,"36005021501",,,5
2021,"2",Bronx,"022500","2022500",Mount Eden-Claremont (West),BX0403,BX04,"36005022500",,,5
2021,"2",Bronx,"022702","2022702",Mount Eden-Claremont (West),BX0403,BX04,"36005022702",,,5
2021,"2",Bronx,"022703","2022703",Mount Eden-Claremont (West),BX0403,BX04,"36005022703",,,4
2021,"2",Bronx,"022902","2022902",Mount Eden-Claremont (West),BX0403,BX04,"36005022902",,,4
2021,"2",Bronx,"023301","2023301",Mount Hope,BX0502,BX05,"36005023301",,,8
2021,"2",Bronx,"024501","2024501",University Heights (South)-Morris Heights,BX0501,BX05,"36005024501",,,6
2021,"2",Bronx,"024502","2024502",University Heights (South)-Morris Heights,BX0501,BX05,"36005024502",,,6
2021,"2",Bronx,"024900","2024900",University Heights (South)-Morris Heights,BX0501,BX05,"36005024900",,,6
2021,"2",Bronx,"023100","2023100",Mount Hope,BX0502,BX05,"36005023100",,,4
2021,"2",Bronx,"022701","2022701",Mount Hope,BX0502,BX05,"36005022701",,,6
2021,"2",Bronx,"022901","2022901",Mount Hope,BX0502,BX05,"36005022901",,,4
2021,"2",Bronx,"023302","2023302",Mount Hope,BX0502,BX05,"36005023302",,,4
2021,"2",Bronx,"021502","2021502",University Heights (South)-Morris Heights,BX0501,BX05,"36005021502",,,7
2021,"2",Bronx,"021700","2021700",University Heights (South)-Morris Heights,BX0501,BX05,"36005021700",,,8
2021,"2",Bronx,"016700","2016700",Claremont Village-Claremont (East),BX0302,BX03,"36005016700",,,3
2021,"2",Bronx,"017100","2017100",Claremont Park,BX0492,BX04,"36005017100",,,5
2023,"2",Bronx,"004001","2004001",Castle Hill-Unionport,BX0903,BX09,"36005004001",,,1
2023,"2",Bronx,"004400","2004400",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005004400",,,1
2023,"2",Bronx,"004800","2004800",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005004800",,,1
2023,"2",Bronx,"006400","2006400",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005006400",,,1
2023,"2",Bronx,"006800","2006800",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005006800",,,1
2023,"2",Bronx,"007000","2007000",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005007000",,,1
2023,"2",Bronx,"007200","2007200",Castle Hill-Unionport,BX0903,BX09,"36005007200",,,1
2023,"2",Bronx,"007600","2007600",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005007600",,,1
2023,"2",Bronx,"021002","2021002",Parkchester,BX0904,BX09,"36005021002",,,1
2023,"2",Bronx,"021200","2021200",Parkchester,BX0904,BX09,"36005021200",,,1
2023,"2",Bronx,"006200","2006200",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005006200",,,1
2023,"2",Bronx,"021601","2021601",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005021601",,,1
2023,"2",Bronx,"021602","2021602",Parkchester,BX0904,BX09,"36005021602",,,1
2023,"2",Bronx,"021001","2021001",Parkchester,BX0904,BX09,"36005021001",,,1
2023,"2",Bronx,"006000","2006000",West Farms,BX0601,BX06,"36005006000",,,1
2023,"2",Bronx,"021800","2021800",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005021800",,,1
2023,"2",Bronx,"024000","2024000",Pelham Parkway-Van Nest,BX1101,BX11,"36005024000",,,2
2023,"2",Bronx,"009200","2009200",Castle Hill-Unionport,BX0903,BX09,"36005009200",,,1
2023,"2",Bronx,"005600","2005600",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005005600",,,1
2023,"2",Bronx,"005400","2005400",Soundview-Bruckner-Bronx River,BX0901,BX09,"36005005400",,,1
2023,"2",Bronx,"022200","2022200",Parkchester,BX0904,BX09,"36005022200",,,1
2021,"4",Queens,"040701","4040701",Corona,QN0402,QN04,"36081040701",,,2
2021,"4",Queens,"041100","4041100",Corona,QN0402,QN04,"36081041100",,,2
2021,"4",Queens,"041300","4041300",Corona,QN0402,QN04,"36081041300",,,2
2021,"4",Queens,"041500","4041500",Corona,QN0402,QN04,"36081041500",,,2
2021,"4",Queens,"042700","4042700",Corona,QN0402,QN04,"36081042700",,,2
2021,"4",Queens,"040901","4040901",Corona,QN0402,QN04,"36081040901",,,2
2021,"4",Queens,"038302","4038302",Flushing Meadows-Corona Park,QN8191,QN81,"36081038302",,,1
2021,"4",Queens,"036500","4036500",East Elmhurst,QN0302,QN03,"36081036500",,,1
2021,"4",Queens,"037700","4037700",North Corona,QN0303,QN03,"36081037700",,,2
2021,"4",Queens,"037900","4037900",North Corona,QN0303,QN03,"36081037900",,,2
2021,"4",Queens,"039902","4039902",North Corona,QN0303,QN03,"36081039902",,,1
2021,"4",Queens,"040101","4040101",Corona,QN0402,QN04,"36081040101",,,2
2021,"4",Queens,"040301","4040301",Corona,QN0402,QN04,"36081040301",,,2
2021,"4",Queens,"040302","4040302",North Corona,QN0303,QN03,"36081040302",,,2
2021,"4",Queens,"040501","4040501",Corona,QN0402,QN04,"36081040501",,,2
2021,"4",Queens,"040502","4040502",North Corona,QN0303,QN03,"36081040502",,,2
2021,"4",Queens,"040702","4040702",North Corona,QN0303,QN03,"36081040702",,,2
2021,"4",Queens,"040102","4040102",North Corona,QN0303,QN03,"36081040102",,,2
2021,"4",Queens,"037300","4037300",East Elmhurst,QN0302,QN03,"36081037300",,,1
2021,"4",Queens,"040902","4040902",North Corona,QN0303,QN03,"36081040902",,,2
2021,"4",Queens,"039901","4039901",Corona,QN0402,QN04,"36081039901",,,1
2021,"4",Queens,"038100","4038100",North Corona,QN0303,QN03,"36081038100",,,2
2018,"3",Brooklyn,"026900","3026900",Bedford-Stuyvesant (West),BK0301,BK03,"36047026900",,,4
2018,"3",Brooklyn,"027300","3027300",Bedford-Stuyvesant (East),BK0302,BK03,"36047027300",,,3
2018,"3",Brooklyn,"030700","3030700",Crown Heights (North),BK0802,BK08,"36047030700",,,2
2018,"3",Brooklyn,"029700","3029700",Bedford-Stuyvesant (East),BK0302,BK03,"36047029700",,,2
2018,"1",Manhattan,"020701","1020701",Morningside Heights,MN0901,MN09,"36061020701",,,6
2018,"1",Manhattan,"020101","1020101",Morningside Heights,MN0901,MN09,"36061020101",,,6
2018,"1",Manhattan,"021303","1021303",Manhattanville-West Harlem,MN0902,MN09,"36061021303",,,8
2018,"1",Manhattan,"020901","1020901",Morningside Heights,MN0901,MN09,"36061020901",,,8
2018,"2",Bronx,"033602","2033602",Williamsbridge-Olinville,BX1201,BX12,"36005033602",,,1
2018,"2",Bronx,"042902","2042902",Norwood,BX0703,BX07,"36005042902",,,2
2018,"2",Bronx,"042901","2042901",Norwood,BX0703,BX07,"36005042901",,,2
2018,"2",Bronx,"037600","2037600",Williamsbridge-Olinville,BX1201,BX12,"36005037600",,,1
2018,"2",Bronx,"042100","2042100",Norwood,BX0703,BX07,"36005042100",,,2
2018,"3",Brooklyn,"024900","3024900",Bedford-Stuyvesant (West),BK0301,BK03,"36047024900",,,3
2022,"2",Bronx,"007900","2007900",Melrose,BX0102,BX01,"36005007900",,,4
2022,"2",Bronx,"007700","2007700",Melrose,BX0102,BX01,"36005007700",,,4
2022,"2",Bronx,"008500","2008500",Longwood,BX0202,BX02,"36005008500",,,4
2022,"2",Bronx,"008300","2008300",Longwood,BX0202,BX02,"36005008300",,,4
2022,"2",Bronx,"009302","2009302",Hunts Point,BX0201,BX02,"36005009302",,,4
2019,"1",Manhattan,"016400","1016400",East Harlem (South),MN1101,MN11,"36061016400",,,2
2019,"1",Manhattan,"017200","1017200",East Harlem (South),MN1101,MN11,"36061017200",,,1
2019,"1",Manhattan,"014402","1014402",Upper East Side-Yorkville,MN0803,MN08,"36061014402",,,2
2019,"1",Manhattan,"015200","1015200",Upper East Side-Yorkville,MN0803,MN08,"36061015200",,,2
2019,"1",Manhattan,"016200","1016200",East Harlem (South),MN1101,MN11,"36061016200",,,2
2019,"1",Manhattan,"017000","1017000",East Harlem (South),MN1101,MN11,"36061017000",,,1
2019,"1",Manhattan,"015002","1015002",Upper East Side-Carnegie Hill,MN0802,MN08,"36061015002",,,2
2019,"1",Manhattan,"015401","1015401",Upper East Side-Yorkville,MN0803,MN08,"36061015401",,,2
2019,"1",Manhattan,"015402","1015402",Upper East Side-Yorkville,MN0803,MN08,"36061015402",,,2
2019,"1",Manhattan,"015403","1015403",Upper East Side-Yorkville,MN0803,MN08,"36061015403",,,2
2019,"1",Manhattan,"015801","1015801",Upper East Side-Carnegie Hill,MN0802,MN08,"36061015801",,,2
2019,"1",Manhattan,"015802","1015802",East Harlem (South),MN1101,MN11,"36061015802",,,2
2019,"1",Manhattan,"016001","1016001",Upper East Side-Carnegie Hill,MN0802,MN08,"36061016001",,,2
2019,"1",Manhattan,"016600","1016600",East Harlem (South),MN1101,MN11,"36061016600",,,2
2019,"1",Manhattan,"014602","1014602",Upper East Side-Yorkville,MN0803,MN08,"36061014602",,,2
2019,"1",Manhattan,"014802","1014802",Upper East Side-Carnegie Hill,MN0802,MN08,"36061014802",,,2
2019,"1",Manhattan,"016002","1016002",East Harlem (South),MN1101,MN11,"36061016002",,,2
2019,"1",Manhattan,"016800","1016800",East Harlem (South),MN1101,MN11,"36061016800",,,2
2019,"1",Manhattan,"014300","1014300",Central Park,MN6491,MN64,"36061014300",,,4
2019,"1",Manhattan,"015601","1015601",Upper East Side-Yorkville,MN0803,MN08,"36061015601",,,2
2019,"1",Manhattan,"015602","1015602",East Harlem (South),MN1101,MN11,"36061015602",,,2
2021,"1",Manhattan,"023501","1023501",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023501",,,1
2021,"1",Manhattan,"023700","1023700",Hamilton Heights-Sugar Hill,MN0903,MN09,"36061023700",,,1
2021,"1",Manhattan,"024100","1024100",Washington Heights (South),MN1201,MN12,"36061024100",Top OZs (by units),TRUE,1
2018,"1",Manhattan,"022301","1022301",Manhattanville-West Harlem,MN0902,MN09,"36061022301",,,8
2022,"2",Bronx,"004001","2004001",Castle Hill-Unionport,BX0903,BX09,"36005004001",,,2
2022,"2",Bronx,"007800","2007800",Castle Hill-Unionport,BX0903,BX09,"36005007800",,,2
2022,"2",Bronx,"009800","2009800",Castle Hill-Unionport,BX0903,BX09,"36005009800",,,2
2020,"1",Manhattan,"010000","1010000",East Midtown-Turtle Bay,MN0604,MN06,"36061010000",,,1
2020,"1",Manhattan,"010801","1010801",East Midtown-Turtle Bay,MN0604,MN06,"36061010801",,,1
2020,"1",Manhattan,"010802","1010802",East Midtown-Turtle Bay,MN0604,MN06,"36061010802",,,1
2020,"1",Manhattan,"010803","1010803",East Midtown-Turtle Bay,MN0604,MN06,"36061010803",,,1
2020,"1",Manhattan,"011202","1011202",Midtown-Times Square,MN0502,MN05,"36061011202",,,1
2020,"1",Manhattan,"011203","1011203",East Midtown-Turtle Bay,MN0604,MN06,"36061011203",,,1
2020,"1",Manhattan,"011402","1011402",Upper East Side-Carnegie Hill,MN0802,MN08,"36061011402",,,2
2020,"1",Manhattan,"011800","1011800",Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,"36061011800",,,2
2020,"1",Manhattan,"012000","1012000",Upper East Side-Carnegie Hill,MN0802,MN08,"36061012000",,,2
2020,"1",Manhattan,"008602","1008602",United Nations,MN0661,MN06,"36061008602",,,1
2020,"1",Manhattan,"011401","1011401",Upper East Side-Carnegie Hill,MN0802,MN08,"36061011401",,,1
2020,"1",Manhattan,"011600","1011600",Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,"36061011600",,,2
2020,"1",Manhattan,"010601","1010601",East Midtown-Turtle Bay,MN0604,MN06,"36061010601",,,1
2020,"1",Manhattan,"009000","1009000",East Midtown-Turtle Bay,MN0604,MN06,"36061009000",,,1
2020,"1",Manhattan,"008603","1008603",East Midtown-Turtle Bay,MN0604,MN06,"36061008603",,,1
