CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,hu_post,aff_units_post,is_oz,other_units_post,aff_share_post,group,is_top_aff
"3","5",Staten Island,"000300","5000300",I,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000300","4501",16590.28438110000,4116728.66464000009,1196,0,1,1196,"0",,
"6","5",Staten Island,"000600","5000600",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085000600","4501",22538.81342020000,7194518.04274000041,1485,0,0,1485,"0",,
"7","5",Staten Island,"000700","5000700",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000700","4501",11383.80054330000,5500140.82691999990,2081,892,1,1189,"0.42864007688611244",,
"9","5",Staten Island,"000900","5000900",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000900","4501",7729.01672908000,2497009.68387999991,1058,112,0,946,"0.10586011342155009",,
"11","5",Staten Island,"001100","5001100",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085001100","4501",8675.07888027000,3496829.93843000010,1527,0,1,1527,"0",,
"17","5",Staten Island,"001700","5001700",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085001700","4501",7691.39833936000,3295780.59194999980,700,0,0,700,"0",,
"27","5",Staten Island,"002700","5002700",I,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002700","4501",6745.56774055000,2702766.38096000021,547,0,0,547,"0",,
"29","5",Staten Island,"002900","5002900",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002900","4501",10895.34562560000,5669715.96557000000,2257,0,0,2257,"0",,
"40.01","5",Staten Island,"004001","5004001",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085004001","4501",7910.60454816000,3280268.22789999982,1168,0,0,1168,"0",,
"40.02","5",Staten Island,"004002","5004002",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004002","4501",10391.37096660000,3489305.17375000007,868,0,0,868,"0",,
"40.03","5",Staten Island,"004003","5004003",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004003","4501",6563.60438886000,2255580.65803000005,1581,0,0,1581,"0",,
"40.04","5",Staten Island,"004004","5004004",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004004","4501",8684.39846244000,3812668.43488000007,1277,0,0,1277,"0",,
"50","5",Staten Island,"005000","5005000",E,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085005000","4502",14166.14862310000,8988537.42459000088,1517,0,0,1517,"0",,
"70.01","5",Staten Island,"007001","5007001",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085007001","4502",10846.39578690000,5089009.38007999957,1089,0,0,1089,"0",,
"74","5",Staten Island,"007400","5007400",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085007400","4502",9902.94917321000,5788237.97644999903,1951,0,0,1951,"0",,
"81","5",Staten Island,"008100","5008100",I,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085008100","4501",12672.51379500000,8222204.04858000018,2038,0,0,2038,"0",,
"97.01","5",Staten Island,"009701","5009701",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085009701","4501",19778.05872810000,7426370.70856000017,1637,0,0,1637,"0",,
"97.02","5",Staten Island,"009702","5009702",I,Snug Harbor,SI0191,SI01,SI01 North Shore (CD 1 Equivalent),"36085009702","4501",9028.40279669000,3768355.15915000020,23,0,0,23,"0",,
"105","5",Staten Island,"010500","5010500",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085010500","4501",12556.27103550000,8794153.20748000033,1876,0,0,1876,"0",,
"112.01","5",Staten Island,"011201","5011201",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011201","4502",18352.11702130000,17602509.92650000006,1981,0,0,1981,"0",,
"112.03","5",Staten Island,"011203","5011203",E,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011203","4502",17201.29302900000,10829860.30279999971,2368,0,0,2368,"0",,
"114.01","5",Staten Island,"011401","5011401",E,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011401","4502",9647.61515044000,5672548.76035000011,1456,0,0,1456,"0",,
"121","5",Staten Island,"012100","5012100",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085012100","4501",11138.02690800000,7991818.06228000019,1272,0,0,1272,"0",,
"122","5",Staten Island,"012200","5012200",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012200","4502",12097.96374700000,8917444.13389999978,1484,0,0,1484,"0",,
"128.05","5",Staten Island,"012805","5012805",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085012805","4503",14455.68346720000,10625946.44250000082,791,0,0,791,"0",,
"128.06","5",Staten Island,"012806","5012806",E,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085012806","4503",16690.45841740000,13858119.88670000061,2449,0,0,2449,"0",,
"133.01","5",Staten Island,"013301","5013301",E,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085013301","4501",3426.12216578000,721333.33921799995,547,0,1,547,"0",Bottom OZs (by units),NA
"134","5",Staten Island,"013400","5013400",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085013400","4502",12643.96646010000,9158025.01999000087,1551,0,0,1551,"0",,
"146.08","5",Staten Island,"014608","5014608",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014608","4503",9458.91034367000,4831070.42542000022,1317,0,0,1317,"0",,
"154","5",Staten Island,"015400","5015400",I,Great Kills Park,SI9593,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085015400","4503",41465.43018770001,23377914.18400000036,0,0,0,0,NA,,
"169.01","5",Staten Island,"016901","5016901",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085016901","4501",16200.51010950000,8793357.86755000055,1117,0,0,1117,"0",,
"170.07","5",Staten Island,"017007","5017007",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017007","4503",15901.21020840000,15731555.57719999924,1902,0,0,1902,"0",,
"170.09","5",Staten Island,"017009","5017009",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017009","4503",14853.84434540000,12741940.42669999786,1681,0,0,1681,"0",,
"170.12","5",Staten Island,"017012","5017012",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085017012","4503",15883.54065430000,9897844.54781999998,1725,0,0,1725,"0",,
"170.13","5",Staten Island,"017013","5017013",E,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017013","4503",10849.28521960000,5970920.21700000018,1480,0,0,1480,"0",,
"170.14","5",Staten Island,"017014","5017014",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017014","4503",10590.94670800000,5985826.81553999986,1682,0,0,1682,"0",,
"170.15","5",Staten Island,"017015","5017015",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017015","4503",10249.09048350000,4928554.88647000026,1148,0,0,1148,"0",,
"173","5",Staten Island,"017300","5017300",E,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017300","4502",8004.12818366000,3688472.08358999994,1045,0,0,1045,"0",,
"177.01","5",Staten Island,"017701","5017701",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017701","4502",29090.19370620000,31761506.07250000536,1546,0,0,1546,"0",,
"187.03","5",Staten Island,"018703","5018703",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018703","4502",10164.93811620000,5103684.09214999992,1274,0,0,1274,"0",,
"189.01","5",Staten Island,"018901","5018901",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085018901","4501",15296.86191700000,12226182.43029999919,1813,0,0,1813,"0",,
"189.02","5",Staten Island,"018902","5018902",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018902","4502",13742.59561260000,8112238.62849999964,1839,0,0,1839,"0",,
"197","5",Staten Island,"019700","5019700",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085019700","4501",9097.69818522000,3231720.11726999981,718,0,0,718,"0",,
"201","5",Staten Island,"020100","5020100",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085020100","4501",14495.82152870000,6757232.74583999999,1463,0,0,1463,"0",,
"207.02","5",Staten Island,"020702","5020702",I,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085020702","4501",16738.31367460000,5506693.99846999999,1165,0,0,1165,"0",,
"208.04","5",Staten Island,"020804","5020804",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085020804","4503",16137.21000630000,14324579.97849999927,2076,0,0,2076,"0",,
"208.05","5",Staten Island,"020805","5020805",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085020805","4503",14763.34894740000,12213857.90919999965,2398,0,0,2398,"0",,
"208.06","5",Staten Island,"020806","5020806",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085020806","4503",16551.22612160000,15801720.53839999996,966,0,0,966,"0",,
"223","5",Staten Island,"022300","5022300",E,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085022300","4501",22768.72891160000,7078229.92276000045,1198,0,1,1198,"0",,
"226.01","5",Staten Island,"022601","5022601",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085022601","4503",25619.96220560000,18760157.85099999979,2610,0,0,2610,"0",,
"228.01","5",Staten Island,"022801","5022801",I,Freshkills Park (South),SI0391,SI03,SI03 South Shore (CD 3 Approximation),"36085022801","4503",33945.42029250000,47758768.59669999778,13,0,0,13,"0",,
"231","5",Staten Island,"023100","5023100",E,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085023100","4501",10150.55357320000,6280175.45511000045,1689,0,0,1689,"0",,
"239","5",Staten Island,"023900","5023900",I,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085023900","4501",11064.59045140000,5704405.76991999988,1146,0,0,1146,"0",,
"244.01","5",Staten Island,"024401","5024401",I,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085024401","4503",24555.18860930000,22561115.08850000054,2027,0,0,2027,"0",,
"244.02","5",Staten Island,"024402","5024402",I,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085024402","4503",22667.41509880000,19138069.14310000092,1741,0,0,1741,"0",,
"251","5",Staten Island,"025100","5025100",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085025100","4501",16898.94350020000,12586951.54609999806,2158,0,0,2158,"0",,
"273.01","5",Staten Island,"027301","5027301",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027301","4502",22930.83326650000,32658814.05359999835,1588,0,0,1588,"0",,
"273.02","5",Staten Island,"027302","5027302",E,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027302","4502",15373.95863290000,11010890.00540000014,1364,0,0,1364,"0",,
"277.04","5",Staten Island,"027704","5027704",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027704","4502",10253.45182720000,5789588.06192000024,1729,0,0,1729,"0",,
"277.05","5",Staten Island,"027705","5027705",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027705","4502",9896.26757660000,5721086.64953000005,2145,0,0,2145,"0",,
"303.02","5",Staten Island,"030302","5030302",I,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085030302","4501",13923.14130170000,9788180.61951000057,2198,0,0,2198,"0",,
"319.02","5",Staten Island,"031902","5031902",E,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085031902","4501",18067.51804940000,7019454.69555000030,1897,0,1,1897,"0",,
"44","3",Brooklyn,"004400","3004400",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004400","4310",8894.09117011000,4502927.98766000010,1030,0,0,1030,"0",,
"50","3",Brooklyn,"005000","3005000",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005000","4310",7824.75141026000,2388874.41813000012,1150,0,0,1150,"0",,
"52.01","3",Brooklyn,"005201","3005201",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005201","4310",5503.96937138000,1451018.35217999993,1106,0,0,1106,"0",,
"52.02","3",Brooklyn,"005202","3005202",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005202","4310",5190.71379157000,1398134.52147000004,1637,0,0,1637,"0",,
"54","3",Brooklyn,"005400","3005400",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005400","4310",7538.72461246000,1740560.83780000010,1822,0,0,1822,"0",,
"56.01","3",Brooklyn,"005601","3005601",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047005601","4310",6826.87167658000,1854013.02243999997,1614,0,0,1614,"0",,
"59.01","5",Staten Island,"005901","5005901",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085005901","4501",16730.52744950000,10114541.49689999968,1224,0,0,1224,"0",,
"247","5",Staten Island,"024700","5024700",I,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085024700","4501",10784.71454660000,5174183.29085000046,953,0,0,953,"0",,
"291.06","5",Staten Island,"029106","5029106",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029106","4502",9246.10276665000,4648918.52703000046,1042,0,0,1042,"0",,
"132.03","5",Staten Island,"013203","5013203",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085013203","4503",15219.84013780000,11124441.40829999931,2490,0,0,2490,"0",,
"170.16","5",Staten Island,"017016","5017016",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017016","4503",13450.87745310000,7141525.48680999968,1584,0,0,1584,"0",,
"125","5",Staten Island,"012500","5012500",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085012500","4501",10580.08371580000,4952180.26147999987,1133,0,0,1133,"0",,
"147","5",Staten Island,"014700","5014700",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085014700","4501",18387.21918670000,17978117.75279999897,1591,0,0,1591,"0",,
"18","5",Staten Island,"001800","5001800",I,Fort Wadsworth,SI9561,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085001800","4502",14814.41445900000,9867249.10446999967,193,0,0,193,"0",,
"20.02","5",Staten Island,"002002","5002002",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085002002","4502",12507.74376370000,8280213.15024999902,1393,0,0,1393,"0",,
"112.04","5",Staten Island,"011204","5011204",I,Miller Field,SI9592,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085011204","4502",19197.20108290000,10866804.34730000049,15,0,0,15,"0",,
"128.04","5",Staten Island,"012804","5012804",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012804","4502",14767.31256530000,9446184.75108000077,1605,0,0,1605,"0",,
"156.03","5",Staten Island,"015603","5015603",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085015603","4503",40924.97983540000,10219991.93009999953,1837,0,0,1837,"0",,
"319.01","5",Staten Island,"031901","5031901",E,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085031901","4501",8254.98360708000,4127906.42799999984,1304,0,0,1304,"0",,
"303.01","5",Staten Island,"030301","5030301",I,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085030301","4501",18471.95255090000,7766659.74830000009,2000,0,0,2000,"0",,
"59.02","5",Staten Island,"005902","5005902",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085005902","4501",9587.85048651000,4821650.65032999963,0,0,0,0,NA,,
"70.02","5",Staten Island,"007002","5007002",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085007002","4502",22274.83216560000,23647565.04199999943,1778,0,0,1778,"0",,
"277.02","5",Staten Island,"027702","5027702",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027702","4502",17816.57652900000,15700677.69050000049,3030,0,0,3030,"0",,
"277.06","5",Staten Island,"027706","5027706",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027706","4502",9395.46846643000,4718053.42997999955,1184,0,0,1184,"0",,
"21","5",Staten Island,"002100","5002100",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002100","4501",20574.73725590000,9292914.51658999920,2433,75,1,2358,"0.030826140567200986",,
"46","3",Brooklyn,"004600","3004600",I,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047004600","4310",10744.51924950000,3099351.47781000007,601,0,0,601,"0",,
"9901","5",Staten Island,"990100","5990100",I,Hoffman & Swinburne Islands,SI9591,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085990100","4502",4743.12812675000,635701.96758299996,0,0,0,0,NA,,
"228.02","5",Staten Island,"022802","5022802",I,Freshkills Park (North),SI0291,SI02,SI02 Mid-Island (CD 2 Approximation),"36085022802","4502",44217.76686600000,68180387.33720000088,0,0,0,0,NA,,
"207.01","5",Staten Island,"020701","5020701",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085020701","4501",12233.87008340000,4470663.88960000034,1197,0,0,1197,"0",,
"213","5",Staten Island,"021300","5021300",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085021300","4501",14578.84928930000,8432869.61532000080,1661,0,0,1661,"0",,
"8","5",Staten Island,"000800","5000800",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085000800","4501",14791.31651390000,8571396.84300000034,2182,0,0,2182,"0",,
"291.02","5",Staten Island,"029102","5029102",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029102","4502",58646.27676420000,106211614.11100000143,1114,0,0,1114,"0",,
"323","5",Staten Island,"032300","5032300",I,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085032300","4501",38242.00558550001,41624394.42010000348,453,0,0,453,"0",,
"138","5",Staten Island,"013800","5013800",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013800","4503",16998.49390400000,15149158.99010000192,2543,0,0,2543,"0",,
"96.02","5",Staten Island,"009602","5009602",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085009602","4502",10201.12186970000,6651764.26451999974,1485,0,0,1485,"0",,
"177.02","5",Staten Island,"017702","5017702",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017702","4502",11573.37883200000,6306325.39120000042,967,0,0,967,"0",,
"33","5",Staten Island,"003300","5003300",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085003300","4501",18652.97084730000,9208859.46927000023,1498,0,0,1498,"0",,
"133.02","5",Staten Island,"013302","5013302",I,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085013302","4501",16022.60475170000,9313661.80315000005,1268,0,0,1268,"0",,
"141","5",Staten Island,"014100","5014100",E,Port Richmond,SI0106,SI01,SI01 North Shore (CD 1 Equivalent),"36085014100","4501",7927.29566495000,3338848.46623999998,1140,0,0,1140,"0",,
"291.04","5",Staten Island,"029104","5029104",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029104","4502",19631.89029310000,16603361.94519999996,2618,0,0,2618,"0",,
"291.05","5",Staten Island,"029105","5029105",I,New Springville-Willowbrook-Bulls Head-Travis,SI0204,SI02,SI02 Mid-Island (CD 2 Approximation),"36085029105","4502",18274.93191130000,17332796.18820000067,1672,0,0,1672,"0",,
"77","5",Staten Island,"007700","5007700",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085007700","4501",7326.59340700000,2676069.08027999988,601,0,0,601,"0",,
"114.02","5",Staten Island,"011402","5011402",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011402","4502",10356.60712250000,6225613.10687999986,1344,0,0,1344,"0",,
"146.07","5",Staten Island,"014607","5014607",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014607","4503",11422.90793130000,7353796.61428999901,1746,0,0,1746,"0",,
"151","5",Staten Island,"015100","5015100",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085015100","4501",14296.71761500000,10826457.88040000014,2029,0,0,2029,"0",,
"187.01","5",Staten Island,"018701","5018701",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085018701","4501",8492.28294816000,4129152.15426999982,688,0,0,688,"0",,
"187.04","5",Staten Island,"018704","5018704",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018704","4502",10637.76256000000,5819694.51214000024,1262,0,0,1262,"0",,
"39","5",Staten Island,"003900","5003900",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085003900","4501",11560.38452970000,6296935.81506999955,1125,18,0,1107,"0.016",,
"47","5",Staten Island,"004700","5004700",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085004700","4501",14721.08423330000,9616790.49152999930,1059,0,0,1059,"0",,
"181","5",Staten Island,"018100","5018100",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018100","4502",32431.89558900000,56271168.74369999766,1494,161,0,1333,"0.10776439089692101",,
"279","5",Staten Island,"027900","5027900",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085027900","4502",36458.41731600000,58237278.18720000237,661,0,0,661,"0",,
"146.04","5",Staten Island,"014604","5014604",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014604","4503",14879.47627060000,12148218.68730000220,2601,0,0,2601,"0",,
"64","5",Staten Island,"006400","5006400",E,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085006400","4502",12755.22932660000,7635311.96941999998,1264,0,0,1264,"0",,
"96.01","5",Staten Island,"009601","5009601",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085009601","4502",13035.73683090000,8359972.15142999962,1679,0,0,1679,"0",,
"67","5",Staten Island,"006700","5006700",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085006700","4501",16177.85785810000,10256954.65640000068,1310,0,0,1310,"0",,
"75","5",Staten Island,"007500","5007500",E,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085007500","4501",10448.67914690000,5157275.40522000007,1369,0,0,1369,"0",,
"170.05","5",Staten Island,"017005","5017005",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017005","4503",18207.66365420000,14951706.35029999912,1893,0,0,1893,"0",,
"176","5",Staten Island,"017600","5017600",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017600","4503",26055.77026760000,35698391.07090000063,1659,0,0,1659,"0",,
"198","5",Staten Island,"019800","5019800",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085019800","4503",44049.71428390000,61325190.37349999696,2601,0,0,2601,"0",,
"208.03","5",Staten Island,"020803","5020803",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085020803","4503",19426.90145350000,22624689.85229999945,2598,0,0,2598,"0",,
"226.02","5",Staten Island,"022602","5022602",I,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085022602","4503",52909.06942900000,67473027.21960000694,758,0,0,758,"0",,
"248","5",Staten Island,"024800","5024800",I,Tottenville-Charleston,SI0305,SI03,SI03 South Shore (CD 3 Approximation),"36085024800","4503",31777.45357060000,17601832.46379999816,1855,0,0,1855,"0",,
