CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,hu_post,aff_units_post,is_oz,other_units_post,aff_share_post,group,is_top_aff
"375","3",Brooklyn,"037500","3037500",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500","4303",5943.21064098000,1708659.78471000004,1701,23,0,1678,"0.01352145796590241",,
"377","3",Brooklyn,"037700","3037700",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700","4303",5741.18179491000,2047553.74896000000,1881,7,0,1874,"0.003721424774056353",,
"379","3",Brooklyn,"037900","3037900",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900","4303",5654.38099247000,1978231.35027000005,1731,72,0,1659,"0.0415944540727903",,
"381","3",Brooklyn,"038100","3038100",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100","4303",6810.12090658000,2579146.10008999985,2500,36,0,2464,"0.0144",,
"382","3",Brooklyn,"038200","3038200",E,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047038200","4313",6156.24427346000,2524535.32478999998,2173,0,0,2173,"0",,
"383","3",Brooklyn,"038300","3038300",I,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300","4303",5635.04684229000,1878496.91726000002,2276,72,0,2204,"0.03163444639718805",,
"385","3",Brooklyn,"038500","3038500",I,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500","4303",5637.03615433000,1877794.42429000000,1691,46,0,1645,"0.027202838557066823",,
"388","3",Brooklyn,"038800","3038800",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038800","4315",5947.05624429000,2130565.69633999979,1696,0,0,1696,"0",,
"389","3",Brooklyn,"038900","3038900",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047038900","4304",6785.37972619000,1753535.58780000010,1478,339,0,1139,"0.2293640054127199",,
"390","3",Brooklyn,"039000","3039000",I,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039000","4315",6671.63475931000,1871799.72445999994,887,0,0,887,"0",,
"392","3",Brooklyn,"039200","3039200",I,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039200","4315",5599.31121532000,1875666.60551999998,1261,0,0,1261,"0",,
"394","3",Brooklyn,"039400","3039400",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039400","4315",7000.16525508000,2067691.62507999991,807,0,0,807,"0",,
"396","3",Brooklyn,"039600","3039600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039600","4315",5569.96021260000,1757819.25313999993,787,0,0,787,"0",,
"399","3",Brooklyn,"039900","3039900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039900","4304",6391.34874719000,1627809.17944000009,1784,158,1,1626,"0.08856502242152467",,
"402","3",Brooklyn,"040200","3040200",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200","4311",5858.27215815000,2126179.88357000006,893,0,0,893,"0",,
"403","3",Brooklyn,"040300","3040300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040300","4304",6937.01770805000,2208071.92714999989,1621,59,0,1562,"0.03639728562615669",,
"404","3",Brooklyn,"040400","3040400",I,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400","4311",7953.54165446000,1653839.79046000005,954,0,0,954,"0",,
"405","3",Brooklyn,"040500","3040500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040500","4304",5083.97780145000,1496440.31691999990,680,76,1,604,"0.11176470588235295",Bottom OZs (by units),NA
"406","3",Brooklyn,"040600","3040600",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040600","4311",5563.96594425000,1584439.82346999994,1163,0,0,1163,"0",,
"407","3",Brooklyn,"040700","3040700",I,The Evergreens Cemetery,BK0471,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040700","4304",10950.20932790000,5585573.11744999979,0,0,0,0,NA,,
"409","3",Brooklyn,"040900","3040900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900","4304",5315.53797638000,1773606.99178999988,1384,0,0,1384,"0",,
"411","3",Brooklyn,"041100","3041100",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041100","4304",4966.66300985000,1433607.15244000009,1206,32,0,1174,"0.026533996683250415",,
"413","3",Brooklyn,"041300","3041300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300","4304",5284.90262510000,1745182.86345000006,1531,8,1,1523,"0.005225342913128674",,
"414.01","3",Brooklyn,"041401","3041401",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041401","4315",5189.96905908000,1454192.41739000008,469,0,0,469,"0",,
"414.02","3",Brooklyn,"041402","3041402",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041402","4315",5695.76631854000,1659482.13086999999,816,0,0,816,"0",,
"415","3",Brooklyn,"041500","3041500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500","4304",5326.72490867000,1750287.74374999991,1786,35,1,1751,"0.01959686450167973",,
"416","3",Brooklyn,"041600","3041600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041600","4315",6169.28078132000,1749784.49979000003,790,0,0,790,"0",,
"417","3",Brooklyn,"041700","3041700",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041700","4304",5025.01521925000,1519400.59480999992,1470,185,1,1285,"0.12585034013605442",,
"418","3",Brooklyn,"041800","3041800",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041800","4315",6582.86510587000,1773170.38449999993,947,0,0,947,"0",,
"419","3",Brooklyn,"041900","3041900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900","4304",5222.70025460000,1646861.68824000005,1246,110,1,1136,"0.08828250401284109",,
"421","3",Brooklyn,"042100","3042100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100","4304",5252.77170881000,1651413.30553000001,1879,149,1,1730,"0.07929749866950506",,
"425","3",Brooklyn,"042500","3042500",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500","4304",5251.93992470000,1806379.95130000007,1103,72,0,1031,"0.06527651858567543",,
"428","3",Brooklyn,"042800","3042800",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042800","4311",6669.64558128000,1773181.70730999997,1498,61,0,1437,"0.04072096128170895",,
"429","3",Brooklyn,"042900","3042900",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042900","4304",5385.17116008000,1809836.58903999999,2046,91,1,1955,"0.04447702834799609",,
"430","3",Brooklyn,"043000","3043000",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043000","4311",6283.85131862000,1721309.83630999993,1423,0,0,1423,"0",,
"431","3",Brooklyn,"043100","3043100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043100","4304",5386.79975828000,1810786.76408999995,1904,55,0,1849,"0.02888655462184874",,
"432","3",Brooklyn,"043200","3043200",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043200","4311",5546.24010842000,1594317.09098000010,1512,0,0,1512,"0",,
"433","3",Brooklyn,"043300","3043300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043300","4304",5387.20128473000,1810979.35966000007,1348,10,1,1338,"0.00741839762611276",,
"434","3",Brooklyn,"043400","3043400",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043400","4311",5543.21159991000,1509164.71188000008,1401,0,0,1401,"0",,
"435","3",Brooklyn,"043500","3043500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043500","4304",5385.05161821000,1810895.27328000008,1820,9,0,1811,"0.004945054945054945",,
"436","3",Brooklyn,"043600","3043600",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043600","4311",5828.14349772000,1480301.69715999998,1941,0,0,1941,"0",,
"437","3",Brooklyn,"043700","3043700",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043700","4304",5385.65937792000,1809983.89256999991,2158,8,0,2150,"0.0037071362372567192",,
"438","3",Brooklyn,"043800","3043800",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047043800","4312",5435.94197574000,1671530.59195000003,1023,0,0,1023,"0",,
"440","3",Brooklyn,"044000","3044000",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044000","4312",6721.50846783000,2173529.60592000000,900,0,0,900,"0",,
"441","3",Brooklyn,"044100","3044100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044100","4304",5513.91116071000,1528572.57532000006,1995,84,0,1911,"0.042105263157894736",,
"442","3",Brooklyn,"044200","3044200",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044200","4312",6808.86896637000,1969036.03796999995,960,0,0,960,"0",,
"443","3",Brooklyn,"044300","3044300",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044300","4304",5552.17269266000,1805749.92638000008,2074,139,0,1935,"0.06702025072324011",,
"444","3",Brooklyn,"044400","3044400",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044400","4312",6032.53571300000,1878089.97089000000,1331,0,0,1331,"0",,
"445","3",Brooklyn,"044500","3044500",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044500","4304",5590.85454645000,1827455.88449000008,1773,43,0,1730,"0.024252679075014102",,
"446","3",Brooklyn,"044600","3044600",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044600","4312",6422.34605307000,1523482.71971999994,695,0,0,695,"0",,
"448","3",Brooklyn,"044800","3044800",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044800","4312",7926.58735463000,2419978.34323999984,842,10,0,832,"0.011876484560570071",,
"452","3",Brooklyn,"045200","3045200",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045200","4312",7171.83886990000,2005613.05209999997,987,0,0,987,"0",,
"454","3",Brooklyn,"045400","3045400",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045400","4312",6358.01231885000,1423881.87849000003,566,0,0,566,"0",,
"456","3",Brooklyn,"045600","3045600",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045600","4312",6877.05389777000,1653625.13088000007,887,0,0,887,"0",,
"458","3",Brooklyn,"045800","3045800",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045800","4312",7163.62424099000,1928211.63840000005,544,0,0,544,"0",,
"460","3",Brooklyn,"046000","3046000",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046000","4314",9311.95997531000,2107798.13962000003,1296,0,0,1296,"0",,
"462.01","3",Brooklyn,"046201","3046201",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046201","4314",4984.09943373000,1381203.80765000009,1113,0,0,1113,"0",,
"468","3",Brooklyn,"046800","3046800",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046800","4312",8979.00059154000,3193544.25322999991,652,0,0,652,"0",,
"470","3",Brooklyn,"047000","3047000",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047000","4312",7325.24784366000,1966226.00927000004,794,0,0,794,"0",,
"472","3",Brooklyn,"047200","3047200",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047200","4312",6789.74043891000,1850619.25049000001,824,0,0,824,"0",,
"474","3",Brooklyn,"047400","3047400",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047400","4312",6422.10426493000,1892923.40681999992,835,0,0,835,"0",,
"478","3",Brooklyn,"047800","3047800",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047800","4312",6946.93037848000,2380722.00510999979,1221,0,0,1221,"0",,
"480","3",Brooklyn,"048000","3048000",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048000","4314",5432.24458624000,1643769.34317000001,1069,0,0,1069,"0",,
"482","3",Brooklyn,"048200","3048200",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048200","4314",6712.51571323000,2121452.66441999981,2331,65,0,2266,"0.027885027885027884",,
"484","3",Brooklyn,"048400","3048400",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048400","4312",6302.71805691000,2251840.73204000015,1662,64,0,1598,"0.03850782190132371",,
"486","3",Brooklyn,"048600","3048600",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048600","4312",7156.65953569000,1888238.85248999996,842,0,0,842,"0",,
"488","3",Brooklyn,"048800","3048800",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048800","4312",6228.75435018000,1542860.21265999996,1643,0,0,1643,"0",,
"489","3",Brooklyn,"048900","3048900",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048900","4301",4061.31110738000,985798.44724100002,1494,0,0,1494,"0",,
"490","3",Brooklyn,"049000","3049000",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049000","4312",6705.72000770000,2074872.37079000007,2259,0,0,2259,"0",,
"492","3",Brooklyn,"049200","3049200",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049200","4312",8133.97301040000,1780102.53315000003,1362,6,0,1356,"0.004405286343612335",,
"493.01","3",Brooklyn,"049301","3049301",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049301","4301",3434.61173062000,730012.98320899997,983,0,0,983,"0",,
"494","3",Brooklyn,"049400","3049400",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049400","4312",5704.76826574000,1970839.68898000009,2345,0,0,2345,"0",,
"495","3",Brooklyn,"049500","3049500",I,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049500","4301",4737.97819829000,1389722.76432000007,1510,185,0,1325,"0.12251655629139073",,
"496","3",Brooklyn,"049600","3049600",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049600","4312",7240.57086505000,2184807.48351000017,1469,0,0,1469,"0",,
"498","3",Brooklyn,"049800","3049800",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049800","4312",7162.91645982000,2199772.10778999981,1633,0,0,1633,"0",,
"500.02","3",Brooklyn,"050002","3050002",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050002","4312",3246.98086632000,661680.20379199996,734,0,0,734,"0",,
"503","3",Brooklyn,"050300","3050300",I,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050300","4301",5030.78841759000,1348755.44075999991,1483,22,0,1461,"0.014834794335805798",,
"504.02","3",Brooklyn,"050402","3050402",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050402","4312",4154.45723812000,916214.46164100000,978,0,0,978,"0",,
"505","3",Brooklyn,"050500","3050500",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050500","4301",6040.68193131000,1823285.59642000007,2101,116,0,1985,"0.05521180390290338",,
"508.01","3",Brooklyn,"050801","3050801",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050801","4314",3754.80738457000,843739.48913100001,1644,0,0,1644,"0",,
"508.04","3",Brooklyn,"050804","3050804",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050804","4314",4305.94774621000,1110945.70008999994,2863,0,0,2863,"0",,
"509","3",Brooklyn,"050900","3050900",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050900","4301",5020.25394039000,1526103.09413999994,1038,0,0,1038,"0",,
"510.01","3",Brooklyn,"051001","3051001",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051001","4314",3652.72605071000,828176.39738600003,1746,0,0,1746,"0",,
"510.02","3",Brooklyn,"051002","3051002",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051002","4314",4483.60926574000,1152098.81395999994,1906,0,0,1906,"0",,
"511","3",Brooklyn,"051100","3051100",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051100","4301",5290.65907784000,1711548.91023000004,1977,267,0,1710,"0.13505311077389984",,
"513","3",Brooklyn,"051300","3051300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051300","4301",7164.92651339000,2775918.87717999984,2719,520,1,2199,"0.19124678190511218",,
"514","3",Brooklyn,"051400","3051400",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051400","4314",6293.56246994000,1949161.59783999994,2662,117,0,2545,"0.0439519158527423",,
"516.01","3",Brooklyn,"051601","3051601",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051601","4314",4556.00982867000,1247781.40531000006,2109,0,0,2109,"0",,
"517","3",Brooklyn,"051700","3051700",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051700","4301",6225.17869163000,2020312.39243000001,1542,0,0,1542,"0",,
"518","3",Brooklyn,"051800","3051800",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051800","4314",6299.57532619000,2170111.41362999985,1640,0,0,1640,"0",,
"519","3",Brooklyn,"051900","3051900",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051900","4301",7491.25447186000,2959027.89460000023,3431,213,0,3218,"0.0620810259399592",,
"520","3",Brooklyn,"052000","3052000",I,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052000","4314",6972.93776203000,2056594.59245000011,1372,0,0,1372,"0",,
"523","3",Brooklyn,"052300","3052300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052300","4301",5054.80838626000,1555953.91638999991,2413,247,0,2166,"0.10236220472440945",,
"526","3",Brooklyn,"052600","3052600",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052600","4314",6736.72475335000,1823527.09745000000,1892,60,0,1832,"0.03171247357293869",,
"527","3",Brooklyn,"052700","3052700",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052700","4301",6487.39539882000,2047896.17131999996,2513,338,0,2175,"0.13450059689614008",,
"528","3",Brooklyn,"052800","3052800",I,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052800","4314",7275.90216899000,1891640.28703000001,731,0,0,731,"0",,
"529","3",Brooklyn,"052900","3052900",I,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052900","4301",6118.98408180000,1882580.84348000004,1022,24,0,998,"0.023483365949119372",,
"530","3",Brooklyn,"053000","3053000",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053000","4314",5637.11401879000,1861289.96028000000,1285,0,0,1285,"0",,
"531.01","3",Brooklyn,"053101","3053101",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053101","4301",4230.11890944000,848807.90185000002,633,0,0,633,"0",,
"531.02","3",Brooklyn,"053102","3053102",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053102","4301",5237.98111569000,892907.87400900002,1275,0,0,1275,"0",,
"532","3",Brooklyn,"053200","3053200",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053200","4314",6887.34044287000,1876179.10972999991,1060,0,1,1060,"0",,
"533","3",Brooklyn,"053300","3053300",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053300","4301",6035.10249851000,2078811.99279000005,1818,0,0,1818,"0",,
"534","3",Brooklyn,"053400","3053400",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053400","4314",5639.95138391000,1866105.77915000007,1423,8,0,1415,"0.005621925509486999",,
"538","3",Brooklyn,"053800","3053800",I,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053800","4314",5802.05822384000,1770108.36797000002,2433,82,0,2351,"0.03370324702013974",,
"544","3",Brooklyn,"054400","3054400",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054400","4314",5970.77528240000,2045270.50576000009,1367,22,0,1345,"0.016093635698610095",,
"546","3",Brooklyn,"054600","3054600",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054600","4314",6699.31393261000,1942537.93880999996,2047,156,0,1891,"0.07620908646800195",,
"548","3",Brooklyn,"054800","3054800",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047054800","4315",7900.28390535000,1864436.17589999991,851,0,0,851,"0",,
"550","3",Brooklyn,"055000","3055000",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055000","4315",5722.06034586000,1937232.65312999999,1574,29,0,1545,"0.018424396442185513",,
"552","3",Brooklyn,"055200","3055200",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055200","4315",5520.89472694000,1805017.47974000010,1529,35,0,1494,"0.02289077828646174",,
"553","3",Brooklyn,"055300","3055300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055300","4301",5513.59445671000,1681865.67412999994,1634,29,0,1605,"0.017747858017135864",,
"556","3",Brooklyn,"055600","3055600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055600","4315",5871.35742049000,2079990.37776000006,1399,0,0,1399,"0",,
"557","3",Brooklyn,"055700","3055700",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055700","4301",7401.29227769000,3195112.29992000014,1028,45,0,983,"0.04377431906614786",,
"558","3",Brooklyn,"055800","3055800",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055800","4315",5599.34515422000,1847310.30456999992,1017,0,0,1017,"0",,
"560","3",Brooklyn,"056000","3056000",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056000","4315",5761.25932343000,1988439.74187000003,1641,105,0,1536,"0.06398537477148081",,
"562","3",Brooklyn,"056200","3056200",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056200","4315",5590.08549046000,1838820.74476999999,612,0,0,612,"0",,
"563.01","3",Brooklyn,"056301","3056301",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056301","4301",5884.68997482000,1932228.63439000002,2406,0,0,2406,"0",,
"564","3",Brooklyn,"056400","3056400",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056400","4315",6411.19290417000,1972387.69087999989,1108,0,0,1108,"0",,
"566","3",Brooklyn,"056600","3056600",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056600","4315",5577.84008753000,1846300.33429999999,940,0,0,940,"0",,
"568","3",Brooklyn,"056800","3056800",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056800","4315",5221.45243597000,1267976.20405000006,628,0,0,628,"0",,
"570","3",Brooklyn,"057000","3057000",I,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057000","4315",8653.41638264000,2824696.86813999992,1649,0,0,1649,"0",,
"572","3",Brooklyn,"057200","3057200",E,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057200","4315",6491.89446720000,2622725.21640999988,2295,0,0,2295,"0",,
"574","3",Brooklyn,"057400","3057400",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057400","4315",6539.23893775000,1713577.62135999999,1057,0,0,1057,"0",,
"576","3",Brooklyn,"057600","3057600",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057600","4315",5342.00109803000,1707334.50193000003,1069,0,0,1069,"0",,
"578","3",Brooklyn,"057800","3057800",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057800","4315",5522.41375706000,1853782.06538000004,1240,0,0,1240,"0",,
"580","3",Brooklyn,"058000","3058000",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047058000","4315",5340.45641715000,1707766.47855000012,1292,0,0,1292,"0",,
