"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US36047023400","Census Tract 234; Kings County; New York","1518","189",
"1400000US36047023500","Census Tract 235; Kings County; New York","2672","178",
"1400000US36047023600","Census Tract 236; Kings County; New York","1844","120",
"1400000US36047023800","Census Tract 238; Kings County; New York","1785","109",
"1400000US36047024000","Census Tract 240; Kings County; New York","1788","122",
"1400000US36047024100","Census Tract 241; Kings County; New York","2631","270",
"1400000US36047024200","Census Tract 242; Kings County; New York","2107","275",
"1400000US36047024300","Census Tract 243; Kings County; New York","2083","182",
"1400000US36047024400","Census Tract 244; Kings County; New York","1748","139",
"1400000US36047024500","Census Tract 245; Kings County; New York","2245","111",
"1400000US36047024600","Census Tract 246; Kings County; New York","1894","194",
"1400000US36047024700","Census Tract 247; Kings County; New York","2236","309",
"1400000US36047024800","Census Tract 248; Kings County; New York","1844","245",
"1400000US36047024900","Census Tract 249; Kings County; New York","2146","216",
"1400000US36047025000","Census Tract 250; Kings County; New York","1571","229",
"1400000US36047025100","Census Tract 251; Kings County; New York","1543","492",
"1400000US36047025200","Census Tract 252; Kings County; New York","1671","76",
"1400000US36047025300","Census Tract 253; Kings County; New York","2173","174",
"1400000US36047025400","Census Tract 254; Kings County; New York","1793","210",
"1400000US36047025500","Census Tract 255; Kings County; New York","576","185",
"1400000US36047025600","Census Tract 256; Kings County; New York","1936","326",
"1400000US36047025700","Census Tract 257; Kings County; New York","2405","280",
"1400000US36047025800","Census Tract 258; Kings County; New York","1742","81",
"1400000US36047025901","Census Tract 259.01; Kings County; New York","2190","289",
"1400000US36047025902","Census Tract 259.02; Kings County; New York","506","237",
"1400000US36047026000","Census Tract 260; Kings County; New York","1726","95",
"1400000US36047026100","Census Tract 261; Kings County; New York","2320","355",
"1400000US36047026200","Census Tract 262; Kings County; New York","1634","305",
"1400000US36047026300","Census Tract 263; Kings County; New York","1844","266",
"1400000US36047026400","Census Tract 264; Kings County; New York","1775","103",
"1400000US36047026500","Census Tract 265; Kings County; New York","1841","218",
"1400000US36047026600","Census Tract 266; Kings County; New York","1765","129",
"1400000US36047026700","Census Tract 267; Kings County; New York","2256","186",
"1400000US36047026800","Census Tract 268; Kings County; New York","1775","60",
"1400000US36047026900","Census Tract 269; Kings County; New York","2374","349",
"1400000US36047027000","Census Tract 270; Kings County; New York","1650","147",
"1400000US36047027100","Census Tract 271; Kings County; New York","2301","391",
"1400000US36047027200","Census Tract 272; Kings County; New York","1742","93",
"1400000US36047027300","Census Tract 273; Kings County; New York","2343","515",
"1400000US36047027400","Census Tract 274; Kings County; New York","1738","220",
"1400000US36047027500","Census Tract 275; Kings County; New York","2079","363",
"1400000US36047027600","Census Tract 276; Kings County; New York","1717","219",
"1400000US36047027700","Census Tract 277; Kings County; New York","1511","384",
"1400000US36047027800","Census Tract 278; Kings County; New York","1567","146",
"1400000US36047027900","Census Tract 279; Kings County; New York","2188","329",
"1400000US36047028000","Census Tract 280; Kings County; New York","1832","227",
"1400000US36047028100","Census Tract 281; Kings County; New York","1857","443",
"1400000US36047028200","Census Tract 282; Kings County; New York","1842","132",
"1400000US36047028300","Census Tract 283; Kings County; New York","1510","461",
"1400000US36047028400","Census Tract 284; Kings County; New York","1595","112",
"1400000US36047028501","Census Tract 285.01; Kings County; New York","1600","372",
"1400000US36047028502","Census Tract 285.02; Kings County; New York","557","121",
"1400000US36047028600","Census Tract 286; Kings County; New York","1701","71",
"1400000US36047028700","Census Tract 287; Kings County; New York","2233","471",
"1400000US36047028800","Census Tract 288; Kings County; New York","1644","130",
"1400000US36047028900","Census Tract 289; Kings County; New York","1607","184",
"1400000US36047029000","Census Tract 290; Kings County; New York","1597","112",
"1400000US36047029100","Census Tract 291; Kings County; New York","1906","301",
"1400000US36047029200","Census Tract 292; Kings County; New York","1721","148",
"1400000US36047029300","Census Tract 293; Kings County; New York","1109","127",
"1400000US36047029400","Census Tract 294; Kings County; New York","1855","180",
"1400000US36047029500","Census Tract 295; Kings County; New York","2497","377",
"1400000US36047029600","Census Tract 296; Kings County; New York","1766","92",
"1400000US36047029700","Census Tract 297; Kings County; New York","2214","397",
"1400000US36047029800","Census Tract 298; Kings County; New York","1751","122",
"1400000US36047029900","Census Tract 299; Kings County; New York","1634","613",
"1400000US36047030000","Census Tract 300; Kings County; New York","1693","162",
"1400000US36047030100","Census Tract 301; Kings County; New York","1821","663",
"1400000US36047030200","Census Tract 302; Kings County; New York","1594","193",
"1400000US36047030300","Census Tract 303; Kings County; New York","1201","387",
"1400000US36047030400","Census Tract 304; Kings County; New York","1718","197",
"1400000US36047030500","Census Tract 305; Kings County; New York","2609","188",
"1400000US36047030600","Census Tract 306; Kings County; New York","1963","231",
"1400000US36047030700","Census Tract 307; Kings County; New York","1108","553",
"1400000US36047030800","Census Tract 308; Kings County; New York","1217","377",
"1400000US36047030900","Census Tract 309; Kings County; New York","1717","356",
"1400000US36047031100","Census Tract 311; Kings County; New York","2147","237",
"1400000US36047031300","Census Tract 313; Kings County; New York","1314","509",
"1400000US36047031401","Census Tract 314.01; Kings County; New York","1247","709",
"1400000US36047031402","Census Tract 314.02; Kings County; New York","-","**",
"1400000US36047031500","Census Tract 315; Kings County; New York","2312","134",
"1400000US36047031701","Census Tract 317.01; Kings County; New York","1935","330",
"1400000US36047031702","Census Tract 317.02; Kings County; New York","2266","273",
"1400000US36047031900","Census Tract 319; Kings County; New York","1643","220",
"1400000US36047032100","Census Tract 321; Kings County; New York","1556","278",
"1400000US36047032300","Census Tract 323; Kings County; New York","1658","174",
"1400000US36047032500","Census Tract 325; Kings County; New York","1757","174",
"1400000US36047032600","Census Tract 326; Kings County; New York","803","256",
"1400000US36047032700","Census Tract 327; Kings County; New York","1619","165",
"1400000US36047032800","Census Tract 328; Kings County; New York","843","253",
"1400000US36047032900","Census Tract 329; Kings County; New York","1623","153",
"1400000US36047033000","Census Tract 330; Kings County; New York","498","113",
"1400000US36047033100","Census Tract 331; Kings County; New York","1601","123",
"1400000US36047033300","Census Tract 333; Kings County; New York","1751","303",
"1400000US36047033500","Census Tract 335; Kings County; New York","1963","213",
"1400000US36047033600","Census Tract 336; Kings County; New York","1642","192",
"1400000US36047033701","Census Tract 337.01; Kings County; New York","2047","306",
"1400000US36047033702","Census Tract 337.02; Kings County; New York","1555","924",
"1400000US36047033900","Census Tract 339; Kings County; New York","1624","263",
"1400000US36047034000","Census Tract 340; Kings County; New York","685","398",
"1400000US36047034100","Census Tract 341; Kings County; New York","1653","398",
"1400000US36047034200","Census Tract 342; Kings County; New York","529","115",
"1400000US36047034300","Census Tract 343; Kings County; New York","1274","798",
"1400000US36047034500","Census Tract 345; Kings County; New York","1626","537",
"1400000US36047034700","Census Tract 347; Kings County; New York","1326","280",
"1400000US36047034800","Census Tract 348; Kings County; New York","2241","151",
"1400000US36047034901","Census Tract 349.01; Kings County; New York","1391","150",
"1400000US36047034902","Census Tract 349.02; Kings County; New York","1429","278",
"1400000US36047035000","Census Tract 350; Kings County; New York","1388","60",
"1400000US36047035101","Census Tract 351.01; Kings County; New York","1415","140",
"1400000US36047035102","Census Tract 351.02; Kings County; New York","1362","102",
"1400000US36047035200","Census Tract 352; Kings County; New York","376","31",
"1400000US36047035301","Census Tract 353.01; Kings County; New York","1910","337",
"1400000US36047035302","Census Tract 353.02; Kings County; New York","1668","118",
"1400000US36047035400","Census Tract 354; Kings County; New York","1083","157",
"1400000US36047035500","Census Tract 355; Kings County; New York","1715","107",
"1400000US36047035601","Census Tract 356.01; Kings County; New York","989","182",
"1400000US36047035602","Census Tract 356.02; Kings County; New York","1721","185",
"1400000US36047035701","Census Tract 357.01; Kings County; New York","1505","270",
"1400000US36047035702","Census Tract 357.02; Kings County; New York","-","**",
"1400000US36047035900","Census Tract 359; Kings County; New York","1534","493",
"1400000US36047036001","Census Tract 360.01; Kings County; New York","1474","208",
"1400000US36047036002","Census Tract 360.02; Kings County; New York","1470","312",
"1400000US36047036100","Census Tract 361; Kings County; New York","1035","504",
"1400000US36047036200","Census Tract 362; Kings County; New York","1712","122",
"1400000US36047036300","Census Tract 363; Kings County; New York","1307","162",
"1400000US36047036400","Census Tract 364; Kings County; New York","1764","133",
"1400000US36047036501","Census Tract 365.01; Kings County; New York","1236","158",
"1400000US36047036502","Census Tract 365.02; Kings County; New York","1615","406",
"1400000US36047036600","Census Tract 366; Kings County; New York","1623","113",
"1400000US36047036700","Census Tract 367; Kings County; New York","1947","657",
"1400000US36047036900","Census Tract 369; Kings County; New York","1433","315",
"1400000US36047037000","Census Tract 370; Kings County; New York","1829","180",
"1400000US36047037100","Census Tract 371; Kings County; New York","1834","249",
"1400000US36047037300","Census Tract 373; Kings County; New York","1466","344",
"1400000US36047037401","Census Tract 374.01; Kings County; New York","1655","146",
"1400000US36047037402","Census Tract 374.02; Kings County; New York","1689","128",
"1400000US36047037500","Census Tract 375; Kings County; New York","1844","150",
"1400000US36047037700","Census Tract 377; Kings County; New York","2020","360",
"1400000US36047037900","Census Tract 379; Kings County; New York","1795","170",
"1400000US36047038100","Census Tract 381; Kings County; New York","1622","207",
"1400000US36047038200","Census Tract 382; Kings County; New York","572","79",
"1400000US36047038300","Census Tract 383; Kings County; New York","2255","185",
"1400000US36047038500","Census Tract 385; Kings County; New York","1974","417",
"1400000US36047038600","Census Tract 386; Kings County; New York","1716","248",
"1400000US36047038700","Census Tract 387; Kings County; New York","2598","455",
"1400000US36047038800","Census Tract 388; Kings County; New York","1754","196",
"1400000US36047038900","Census Tract 389; Kings County; New York","2565","316",
"1400000US36047039000","Census Tract 390; Kings County; New York","1947","382",
"1400000US36047039100","Census Tract 391; Kings County; New York","2542","637",
"1400000US36047039200","Census Tract 392; Kings County; New York","1727","217",
"1400000US36047039300","Census Tract 393; Kings County; New York","2430","243",
"1400000US36047039400","Census Tract 394; Kings County; New York","1753","363",
"1400000US36047039500","Census Tract 395; Kings County; New York","2637","470",
"1400000US36047039600","Census Tract 396; Kings County; New York","2044","255",
"1400000US36047039700","Census Tract 397; Kings County; New York","2137","228",
"1400000US36047039800","Census Tract 398; Kings County; New York","1751","112",
"1400000US36047039900","Census Tract 399; Kings County; New York","1656","442",
"1400000US36047040000","Census Tract 400; Kings County; New York","1602","185",
"1400000US36047040100","Census Tract 401; Kings County; New York","1846","276",
"1400000US36047040200","Census Tract 402; Kings County; New York","1703","200",
"1400000US36047040300","Census Tract 403; Kings County; New York","2356","252",
"1400000US36047040400","Census Tract 404; Kings County; New York","1670","132",
"1400000US36047040500","Census Tract 405; Kings County; New York","2110","388",
"1400000US36047040600","Census Tract 406; Kings County; New York","1837","144",
"1400000US36047040700","Census Tract 407; Kings County; New York","-","**",
"1400000US36047040800","Census Tract 408; Kings County; New York","1905","161",
"1400000US36047040900","Census Tract 409; Kings County; New York","2109","248",
"1400000US36047041000","Census Tract 410; Kings County; New York","1661","333",
"1400000US36047041100","Census Tract 411; Kings County; New York","2167","474",
"1400000US36047041200","Census Tract 412; Kings County; New York","1760","130",
"1400000US36047041300","Census Tract 413; Kings County; New York","1989","871",
"1400000US36047041401","Census Tract 414.01; Kings County; New York","1694","142",
"1400000US36047041402","Census Tract 414.02; Kings County; New York","1333","537",
"1400000US36047041500","Census Tract 415; Kings County; New York","2216","229",
"1400000US36047041600","Census Tract 416; Kings County; New York","1561","344",
"1400000US36047041700","Census Tract 417; Kings County; New York","1113","285",
"1400000US36047041800","Census Tract 418; Kings County; New York","1364","487",
"1400000US36047041900","Census Tract 419; Kings County; New York","1549","389",
"1400000US36047042000","Census Tract 420; Kings County; New York","2417","333",
"1400000US36047042100","Census Tract 421; Kings County; New York","2358","264",
"1400000US36047042200","Census Tract 422; Kings County; New York","2096","205",
"1400000US36047042300","Census Tract 423; Kings County; New York","3017","539",
"1400000US36047042400","Census Tract 424; Kings County; New York","1652","100",
"1400000US36047042500","Census Tract 425; Kings County; New York","2183","278",
"1400000US36047042600","Census Tract 426; Kings County; New York","1652","92",
"1400000US36047042700","Census Tract 427; Kings County; New York","2349","338",
"1400000US36047042800","Census Tract 428; Kings County; New York","1575","148",
"1400000US36047042900","Census Tract 429; Kings County; New York","1978","186",
"1400000US36047043000","Census Tract 430; Kings County; New York","1646","134",
"1400000US36047043100","Census Tract 431; Kings County; New York","2367","194",
"1400000US36047043200","Census Tract 432; Kings County; New York","1666","200",
"1400000US36047043300","Census Tract 433; Kings County; New York","1378","509",
"1400000US36047043400","Census Tract 434; Kings County; New York","1620","174",
"1400000US36047043500","Census Tract 435; Kings County; New York","2165","181",
"1400000US36047043600","Census Tract 436; Kings County; New York","1721","64",
"1400000US36047043700","Census Tract 437; Kings County; New York","2074","385",
"1400000US36047043800","Census Tract 438; Kings County; New York","2168","216",
"1400000US36047043900","Census Tract 439; Kings County; New York","2271","589",
"1400000US36047044000","Census Tract 440; Kings County; New York","1948","191",
"1400000US36047044100","Census Tract 441; Kings County; New York","1955","258",
"1400000US36047044200","Census Tract 442; Kings County; New York","1571","399",
"1400000US36047044300","Census Tract 443; Kings County; New York","2250","389",
"1400000US36047044400","Census Tract 444; Kings County; New York","1852","133",
"1400000US36047044500","Census Tract 445; Kings County; New York","1923","221",
"1400000US36047044600","Census Tract 446; Kings County; New York","1986","292",
"1400000US36047044700","Census Tract 447; Kings County; New York","1828","486",
"1400000US36047044800","Census Tract 448; Kings County; New York","1719","133",
"1400000US36047044901","Census Tract 449.01; Kings County; New York","1203","422",
"1400000US36047044902","Census Tract 449.02; Kings County; New York","-","**",
"1400000US36047045000","Census Tract 450; Kings County; New York","3,500+","***",
"1400000US36047045200","Census Tract 452; Kings County; New York","2548","211",
"1400000US36047045300","Census Tract 453; Kings County; New York","2329","408",
"1400000US36047045400","Census Tract 454; Kings County; New York","2324","376",
"1400000US36047045600","Census Tract 456; Kings County; New York","1738","96",
"1400000US36047045800","Census Tract 458; Kings County; New York","812","228",
"1400000US36047046000","Census Tract 460; Kings County; New York","1728","232",
"1400000US36047046201","Census Tract 462.01; Kings County; New York","1466","472",
"1400000US36047046202","Census Tract 462.02; Kings County; New York","1883","275",
"1400000US36047046400","Census Tract 464; Kings County; New York","1896","236",
"1400000US36047046800","Census Tract 468; Kings County; New York","-","**",
"1400000US36047047000","Census Tract 470; Kings County; New York","1888","269",
"1400000US36047047200","Census Tract 472; Kings County; New York","2041","324",
"1400000US36047047400","Census Tract 474; Kings County; New York","1875","205",
"1400000US36047047600","Census Tract 476; Kings County; New York","1677","436",
"1400000US36047047700","Census Tract 477; Kings County; New York","3390","368",
"1400000US36047047800","Census Tract 478; Kings County; New York","1850","144",
"1400000US36047048000","Census Tract 480; Kings County; New York","1388","216",
"1400000US36047048100","Census Tract 481; Kings County; New York","2315","154",
"1400000US36047048200","Census Tract 482; Kings County; New York","1636","158",
"1400000US36047048400","Census Tract 484; Kings County; New York","1852","145",
"1400000US36047048500","Census Tract 485; Kings County; New York","2950","305",
"1400000US36047048600","Census Tract 486; Kings County; New York","2114","247",
"1400000US36047048800","Census Tract 488; Kings County; New York","1998","153",
"1400000US36047048900","Census Tract 489; Kings County; New York","-","**",
"1400000US36047049000","Census Tract 490; Kings County; New York","1897","108",
"1400000US36047049100","Census Tract 491; Kings County; New York","1258","173",
"1400000US36047049200","Census Tract 492; Kings County; New York","1740","117",
"1400000US36047049301","Census Tract 493.01; Kings County; New York","631","246",
"1400000US36047049302","Census Tract 493.02; Kings County; New York","1249","289",
"1400000US36047049400","Census Tract 494; Kings County; New York","2078","215",
"1400000US36047049500","Census Tract 495; Kings County; New York","2680","163",
"1400000US36047049600","Census Tract 496; Kings County; New York","1888","99",
"1400000US36047049700","Census Tract 497; Kings County; New York","2572","168",
"1400000US36047049800","Census Tract 498; Kings County; New York","1751","274",
"1400000US36047049900","Census Tract 499; Kings County; New York","2797","419",
"1400000US36047050001","Census Tract 500.01; Kings County; New York","1989","553",
"1400000US36047050002","Census Tract 500.02; Kings County; New York","2718","516",
"1400000US36047050100","Census Tract 501; Kings County; New York","2481","311",
"1400000US36047050202","Census Tract 502.02; Kings County; New York","2096","873",
"1400000US36047050300","Census Tract 503; Kings County; New York","2571","447",
"1400000US36047050401","Census Tract 504.01; Kings County; New York","2868","483",
"1400000US36047050402","Census Tract 504.02; Kings County; New York","1880","328",
"1400000US36047050500","Census Tract 505; Kings County; New York","1702","689",
"1400000US36047050600","Census Tract 506; Kings County; New York","1973","180",
"1400000US36047050700","Census Tract 507; Kings County; New York","1903","283",
"1400000US36047050801","Census Tract 508.01; Kings County; New York","1711","156",
"1400000US36047050803","Census Tract 508.03; Kings County; New York","1967","183",
"1400000US36047050804","Census Tract 508.04; Kings County; New York","2199","126",
"1400000US36047050900","Census Tract 509; Kings County; New York","2288","328",
"1400000US36047051001","Census Tract 510.01; Kings County; New York","1650","129",
"1400000US36047051002","Census Tract 510.02; Kings County; New York","1608","120",
"1400000US36047051100","Census Tract 511; Kings County; New York","1796","403",
"1400000US36047051200","Census Tract 512; Kings County; New York","1705","140",
"1400000US36047051300","Census Tract 513; Kings County; New York","2396","472",
"1400000US36047051400","Census Tract 514; Kings County; New York","1735","110",
"1400000US36047051500","Census Tract 515; Kings County; New York","3,500+","***",
"1400000US36047051601","Census Tract 516.01; Kings County; New York","1711","108",
"1400000US36047051602","Census Tract 516.02; Kings County; New York","1785","74",
"1400000US36047051700","Census Tract 517; Kings County; New York","3,500+","***",
"1400000US36047051800","Census Tract 518; Kings County; New York","1921","269",
"1400000US36047051900","Census Tract 519; Kings County; New York","3,500+","***",
"1400000US36047052000","Census Tract 520; Kings County; New York","1620","238",
"1400000US36047052300","Census Tract 523; Kings County; New York","2265","618",
"1400000US36047052500","Census Tract 525; Kings County; New York","1440","211",
"1400000US36047052600","Census Tract 526; Kings County; New York","2080","97",
"1400000US36047052700","Census Tract 527; Kings County; New York","1613","201",
"1400000US36047052800","Census Tract 528; Kings County; New York","1982","296",
"1400000US36047052900","Census Tract 529; Kings County; New York","1483","291",
"1400000US36047053000","Census Tract 530; Kings County; New York","1695","112",
"1400000US36047053101","Census Tract 531.01; Kings County; New York","1648","307",
"1400000US36047053102","Census Tract 531.02; Kings County; New York","2608","225",
"1400000US36047053200","Census Tract 532; Kings County; New York","1795","234",
"1400000US36047053300","Census Tract 533; Kings County; New York","1697","364",
"1400000US36047053400","Census Tract 534; Kings County; New York","1552","160",
"1400000US36047053500","Census Tract 535; Kings County; New York","1460","289",
"1400000US36047053700","Census Tract 537; Kings County; New York","2125","501",
"1400000US36047053800","Census Tract 538; Kings County; New York","1888","140",
"1400000US36047053900","Census Tract 539; Kings County; New York","1262","312",
"1400000US36047054200","Census Tract 542; Kings County; New York","1664","147",
"1400000US36047054300","Census Tract 543; Kings County; New York","-","**",
"1400000US36047054400","Census Tract 544; Kings County; New York","1795","123",
"1400000US36047054500","Census Tract 545; Kings County; New York","467","32",
"1400000US36047054600","Census Tract 546; Kings County; New York","1793","100",
"1400000US36047054700","Census Tract 547; Kings County; New York","2721","828",
"1400000US36047054800","Census Tract 548; Kings County; New York","1789","368",
"1400000US36047054900","Census Tract 549; Kings County; New York","3320","229",
"1400000US36047055000","Census Tract 550; Kings County; New York","1673","96",
"1400000US36047055100","Census Tract 551; Kings County; New York","3102","466",
"1400000US36047055200","Census Tract 552; Kings County; New York","1629","248",
"1400000US36047055300","Census Tract 553; Kings County; New York","2930","335",
"1400000US36047055400","Census Tract 554; Kings County; New York","1744","70",
"1400000US36047055500","Census Tract 555; Kings County; New York","3,500+","***",
"1400000US36047055600","Census Tract 556; Kings County; New York","2001","241",
"1400000US36047055700","Census Tract 557; Kings County; New York","3,500+","***",
"1400000US36047055800","Census Tract 558; Kings County; New York","1614","122",
"1400000US36047056000","Census Tract 560; Kings County; New York","1773","134",
"1400000US36047056100","Census Tract 561; Kings County; New York","2783","252",
"1400000US36047056200","Census Tract 562; Kings County; New York","3,500+","***",
"1400000US36047056301","Census Tract 563.01; Kings County; New York","2780","272",
"1400000US36047056302","Census Tract 563.02; Kings County; New York","2114","597",
"1400000US36047056400","Census Tract 564; Kings County; New York","2050","579",
"1400000US36047056500","Census Tract 565; Kings County; New York","2683","249",
"1400000US36047056600","Census Tract 566; Kings County; New York","1708","75",
"1400000US36047056800","Census Tract 568; Kings County; New York","1417","273",
"1400000US36047056900","Census Tract 569; Kings County; New York","2746","218",
"1400000US36047057000","Census Tract 570; Kings County; New York","2568","1253",
"1400000US36047057100","Census Tract 571; Kings County; New York","2385","262",
"1400000US36047057200","Census Tract 572; Kings County; New York","733","336",
"1400000US36047057300","Census Tract 573; Kings County; New York","2520","245",
"1400000US36047057400","Census Tract 574; Kings County; New York","1602","483",
"1400000US36047057500","Census Tract 575; Kings County; New York","2634","279",
"1400000US36047057600","Census Tract 576; Kings County; New York","2117","150",
"1400000US36047057800","Census Tract 578; Kings County; New York","1704","220",
"1400000US36047057901","Census Tract 579.01; Kings County; New York","2491","311",
"1400000US36047057902","Census Tract 579.02; Kings County; New York","-","**",
"1400000US36047058000","Census Tract 580; Kings County; New York","1736","157",
"1400000US36047058200","Census Tract 582; Kings County; New York","1466","197",
"1400000US36047058400","Census Tract 584; Kings County; New York","2005","181",
"1400000US36047058600","Census Tract 586; Kings County; New York","1990","270",
"1400000US36047058800","Census Tract 588; Kings County; New York","1723","231",
"1400000US36047058901","Census Tract 589.01; Kings County; New York","2397","294",
"1400000US36047058902","Census Tract 589.02; Kings County; New York","-","**",
"1400000US36047059000","Census Tract 590; Kings County; New York","1867","139",
"1400000US36047059100","Census Tract 591; Kings County; New York","2687","172",
"1400000US36047059200","Census Tract 592; Kings County; New York","1775","69",
"1400000US36047059300","Census Tract 593; Kings County; New York","2285","300",
"1400000US36047059402","Census Tract 594.02; Kings County; New York","1665","191",
"1400000US36047059403","Census Tract 594.03; Kings County; New York","1529","251",
"1400000US36047059404","Census Tract 594.04; Kings County; New York","1575","223",
"1400000US36047059600","Census Tract 596; Kings County; New York","956","581",
"1400000US36047059800","Census Tract 598; Kings County; New York","1785","151",
"1400000US36047060000","Census Tract 600; Kings County; New York","1756","119",
"1400000US36047060600","Census Tract 606; Kings County; New York","2057","256",
"1400000US36047060800","Census Tract 608; Kings County; New York","1494","210",
"1400000US36047061002","Census Tract 610.02; Kings County; New York","1795","275",
"1400000US36047061003","Census Tract 610.03; Kings County; New York","1645","169",
"1400000US36047061004","Census Tract 610.04; Kings County; New York","1513","110",
"1400000US36047061200","Census Tract 612; Kings County; New York","2011","436",
"1400000US36047061600","Census Tract 616; Kings County; New York","2138","400",
"1400000US36047062000","Census Tract 620; Kings County; New York","1888","996",
"1400000US36047062200","Census Tract 622; Kings County; New York","1911","281",
"1400000US36047062600","Census Tract 626; Kings County; New York","1397","236",
"1400000US36047062800","Census Tract 628; Kings County; New York","1687","365",
"1400000US36047063200","Census Tract 632; Kings County; New York","950","460",
"1400000US36047063600","Census Tract 636; Kings County; New York","-","**",
"1400000US36047063800","Census Tract 638; Kings County; New York","1982","284",
"1400000US36047064000","Census Tract 640; Kings County; New York","1750","908",
"1400000US36047064200","Census Tract 642; Kings County; New York","1750","109",
"1400000US36047064400","Census Tract 644; Kings County; New York","1996","346",
"1400000US36047064600","Census Tract 646; Kings County; New York","1457","243",
"1400000US36047064800","Census Tract 648; Kings County; New York","2286","366",
"1400000US36047065000","Census Tract 650; Kings County; New York","1514","295",
"1400000US36047065200","Census Tract 652; Kings County; New York","1847","230",
"1400000US36047065400","Census Tract 654; Kings County; New York","1882","630",
"1400000US36047065600","Census Tract 656; Kings County; New York","2795","589",
"1400000US36047065800","Census Tract 658; Kings County; New York","1543","473",
"1400000US36047066000","Census Tract 660; Kings County; New York","3,500+","***",
"1400000US36047066200","Census Tract 662; Kings County; New York","1972","367",
"1400000US36047066600","Census Tract 666; Kings County; New York","-","**",
"1400000US36047067000","Census Tract 670; Kings County; New York","2015","206",
"1400000US36047067200","Census Tract 672; Kings County; New York","1792","218",
"1400000US36047067400","Census Tract 674; Kings County; New York","1875","668",
"1400000US36047067600","Census Tract 676; Kings County; New York","2146","263",
"1400000US36047067800","Census Tract 678; Kings County; New York","1778","158",
"1400000US36047068000","Census Tract 680; Kings County; New York","1651","144",
"1400000US36047068200","Census Tract 682; Kings County; New York","1768","43",
"1400000US36047068600","Census Tract 686; Kings County; New York","1803","162",
"1400000US36047068800","Census Tract 688; Kings County; New York","1770","1074",
"1400000US36047069000","Census Tract 690; Kings County; New York","1775","468",
"1400000US36047069200","Census Tract 692; Kings County; New York","2106","371",
"1400000US36047069601","Census Tract 696.01; Kings County; New York","2119","326",
"1400000US36047069602","Census Tract 696.02; Kings County; New York","1765","272",
"1400000US36047069800","Census Tract 698; Kings County; New York","2190","104",
"1400000US36047070000","Census Tract 700; Kings County; New York","1897","427",
"1400000US36047070201","Census Tract 702.01; Kings County; New York","2367","299",
"1400000US36047070202","Census Tract 702.02; Kings County; New York","-","**",
"1400000US36047070203","Census Tract 702.03; Kings County; New York","-","**",
"1400000US36047070601","Census Tract 706.01; Kings County; New York","2197","430",
"1400000US36047070602","Census Tract 706.02; Kings County; New York","-","**",
"1400000US36047072000","Census Tract 720; Kings County; New York","2040","168",
"1400000US36047072200","Census Tract 722; Kings County; New York","1878","211",
"1400000US36047072400","Census Tract 724; Kings County; New York","1552","231",
"1400000US36047072600","Census Tract 726; Kings County; New York","2135","251",
"1400000US36047072800","Census Tract 728; Kings County; New York","1634","462",
"1400000US36047073000","Census Tract 730; Kings County; New York","2033","579",
"1400000US36047073200","Census Tract 732; Kings County; New York","1467","437",
"1400000US36047073400","Census Tract 734; Kings County; New York","1541","714",
"1400000US36047073600","Census Tract 736; Kings County; New York","1529","122",
"1400000US36047073800","Census Tract 738; Kings County; New York","1577","312",
"1400000US36047074000","Census Tract 740; Kings County; New York","1944","311",
"1400000US36047074200","Census Tract 742; Kings County; New York","1795","269",
"1400000US36047074400","Census Tract 744; Kings County; New York","1363","462",
"1400000US36047074600","Census Tract 746; Kings County; New York","1399","137",
"1400000US36047074800","Census Tract 748; Kings County; New York","1274","215",
"1400000US36047075000","Census Tract 750; Kings County; New York","1922","314",
"1400000US36047075200","Census Tract 752; Kings County; New York","-","**",
"1400000US36047075400","Census Tract 754; Kings County; New York","2390","836",
"1400000US36047075600","Census Tract 756; Kings County; New York","1429","110",
"1400000US36047075800","Census Tract 758; Kings County; New York","1302","828",
"1400000US36047076000","Census Tract 760; Kings County; New York","1548","146",
"1400000US36047076200","Census Tract 762; Kings County; New York","1442","103",
"1400000US36047076400","Census Tract 764; Kings County; New York","1727","131",
"1400000US36047076600","Census Tract 766; Kings County; New York","1859","180",
"1400000US36047076800","Census Tract 768; Kings County; New York","2039","262",
"1400000US36047077000","Census Tract 770; Kings County; New York","1791","108",
"1400000US36047077200","Census Tract 772; Kings County; New York","1726","147",
"1400000US36047077400","Census Tract 774; Kings County; New York","1676","141",
"1400000US36047077600","Census Tract 776; Kings County; New York","1787","91",
"1400000US36047078000","Census Tract 780; Kings County; New York","1893","137",
"1400000US36047078200","Census Tract 782; Kings County; New York","1718","140",
"1400000US36047078400","Census Tract 784; Kings County; New York","1965","203",
"1400000US36047078601","Census Tract 786.01; Kings County; New York","1683","63",
"1400000US36047078602","Census Tract 786.02; Kings County; New York","1860","140",
"1400000US36047078801","Census Tract 788.01; Kings County; New York","1777","158",
"1400000US36047078802","Census Tract 788.02; Kings County; New York","1548","162",
"1400000US36047079001","Census Tract 790.01; Kings County; New York","1408","224",
"1400000US36047079002","Census Tract 790.02; Kings County; New York","1711","135",
"1400000US36047079201","Census Tract 792.01; Kings County; New York","1708","471",
"1400000US36047079202","Census Tract 792.02; Kings County; New York","2088","115",
"1400000US36047079400","Census Tract 794; Kings County; New York","2178","107",
