"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US36047010800","Census Tract 108, Kings County, New York","1278","89",
"1400000US36047011000","Census Tract 110, Kings County, New York","1567","145",
"1400000US36047011200","Census Tract 112, Kings County, New York","1252","69",
"1400000US36047011400","Census Tract 114, Kings County, New York","1247","138",
"1400000US36047011600","Census Tract 116, Kings County, New York","1385","118",
"1400000US36047011700","Census Tract 117, Kings County, New York","2022","321",
"1400000US36047011800","Census Tract 118, Kings County, New York","1365","84",
"1400000US36047011900","Census Tract 119, Kings County, New York","1981","169",
"1400000US36047012000","Census Tract 120, Kings County, New York","1375","90",
"1400000US36047012100","Census Tract 121, Kings County, New York","2357","236",
"1400000US36047012200","Census Tract 122, Kings County, New York","1290","169",
"1400000US36047012600","Census Tract 126, Kings County, New York","1399","69",
"1400000US36047012700","Census Tract 127, Kings County, New York","638","163",
"1400000US36047012801","Census Tract 128.01, Kings County, New York","1357","53",
"1400000US36047012901","Census Tract 129.01, Kings County, New York","2318","186",
"1400000US36047012902","Census Tract 129.02, Kings County, New York","2320","121",
"1400000US36047013000","Census Tract 130, Kings County, New York","1405","53",
"1400000US36047013100","Census Tract 131, Kings County, New York","2283","251",
"1400000US36047013200","Census Tract 132, Kings County, New York","1343","52",
"1400000US36047013300","Census Tract 133, Kings County, New York","2307","154",
"1400000US36047013400","Census Tract 134, Kings County, New York","1590","112",
"1400000US36047013500","Census Tract 135, Kings County, New York","2585","268",
"1400000US36047013600","Census Tract 136, Kings County, New York","1657","54",
"1400000US36047013700","Census Tract 137, Kings County, New York","2033","293",
"1400000US36047013800","Census Tract 138, Kings County, New York","1516","120",
"1400000US36047013900","Census Tract 139, Kings County, New York","2259","274",
"1400000US36047014000","Census Tract 140, Kings County, New York","1338","70",
"1400000US36047014100","Census Tract 141, Kings County, New York","2173","280",
"1400000US36047014200","Census Tract 142, Kings County, New York","1580","92",
"1400000US36047014300","Census Tract 143, Kings County, New York","2077","182",
"1400000US36047014500","Census Tract 145, Kings County, New York","1776","97",
"1400000US36047014700","Census Tract 147, Kings County, New York","1879","130",
"1400000US36047014800","Census Tract 148, Kings County, New York","1375","209",
"1400000US36047014900","Census Tract 149, Kings County, New York","2309","112",
"1400000US36047015000","Census Tract 150, Kings County, New York","1447","87",
"1400000US36047015100","Census Tract 151, Kings County, New York","2567","163",
"1400000US36047015200","Census Tract 152, Kings County, New York","1434","137",
"1400000US36047015300","Census Tract 153, Kings County, New York","2011","237",
"1400000US36047015400","Census Tract 154, Kings County, New York","-","**",
"1400000US36047015500","Census Tract 155, Kings County, New York","2249","211",
"1400000US36047015700","Census Tract 157, Kings County, New York","2096","307",
"1400000US36047015900","Census Tract 159, Kings County, New York","2420","185",
"1400000US36047016000","Census Tract 160, Kings County, New York","1528","89",
"1400000US36047016100","Census Tract 161, Kings County, New York","2214","175",
"1400000US36047016200","Census Tract 162, Kings County, New York","1525","142",
"1400000US36047016300","Census Tract 163, Kings County, New York","1823","191",
"1400000US36047016400","Census Tract 164, Kings County, New York","3264","75",
"1400000US36047016500","Census Tract 165, Kings County, New York","3084","224",
"1400000US36047016600","Census Tract 166, Kings County, New York","1232","440",
"1400000US36047016700","Census Tract 167, Kings County, New York","2318","197",
"1400000US36047016800","Census Tract 168, Kings County, New York","1149","128",
"1400000US36047016900","Census Tract 169, Kings County, New York","1909","253",
"1400000US36047017000","Census Tract 170, Kings County, New York","1620","137",
"1400000US36047017100","Census Tract 171, Kings County, New York","2256","177",
"1400000US36047017200","Census Tract 172, Kings County, New York","1360","195",
"1400000US36047017400","Census Tract 174, Kings County, New York","1445","100",
"1400000US36047017500","Census Tract 175, Kings County, New York","-","**",
"1400000US36047017600","Census Tract 176, Kings County, New York","1368","143",
"1400000US36047017700","Census Tract 177, Kings County, New York","-","**",
"1400000US36047017800","Census Tract 178, Kings County, New York","1355","82",
"1400000US36047017900","Census Tract 179, Kings County, New York","1131","305",
"1400000US36047018000","Census Tract 180, Kings County, New York","1370","104",
"1400000US36047018100","Census Tract 181, Kings County, New York","1823","188",
"1400000US36047018200","Census Tract 182, Kings County, New York","1410","57",
"1400000US36047018300","Census Tract 183, Kings County, New York","2381","137",
"1400000US36047018400","Census Tract 184, Kings County, New York","1524","212",
"1400000US36047018501","Census Tract 185.01, Kings County, New York","472","50",
"1400000US36047018600","Census Tract 186, Kings County, New York","1425","69",
"1400000US36047018700","Census Tract 187, Kings County, New York","1770","540",
"1400000US36047018800","Census Tract 188, Kings County, New York","1524","185",
"1400000US36047019000","Census Tract 190, Kings County, New York","1422","149",
"1400000US36047019100","Census Tract 191, Kings County, New York","2586","120",
"1400000US36047019200","Census Tract 192, Kings County, New York","1306","97",
"1400000US36047019300","Census Tract 193, Kings County, New York","1119","96",
"1400000US36047019400","Census Tract 194, Kings County, New York","1270","104",
"1400000US36047019500","Census Tract 195, Kings County, New York","1726","157",
"1400000US36047019600","Census Tract 196, Kings County, New York","1346","73",
"1400000US36047019700","Census Tract 197, Kings County, New York","2040","305",
"1400000US36047019800","Census Tract 198, Kings County, New York","1523","154",
"1400000US36047019900","Census Tract 199, Kings County, New York","1814","256",
"1400000US36047020000","Census Tract 200, Kings County, New York","1401","163",
"1400000US36047020100","Census Tract 201, Kings County, New York","2207","137",
"1400000US36047020200","Census Tract 202, Kings County, New York","1476","133",
"1400000US36047020300","Census Tract 203, Kings County, New York","2130","203",
"1400000US36047020400","Census Tract 204, Kings County, New York","1792","184",
"1400000US36047020500","Census Tract 205, Kings County, New York","2059","147",
"1400000US36047020600","Census Tract 206, Kings County, New York","1392","124",
"1400000US36047020700","Census Tract 207, Kings County, New York","1881","137",
"1400000US36047020800","Census Tract 208, Kings County, New York","1236","134",
"1400000US36047021000","Census Tract 210, Kings County, New York","1376","53",
"1400000US36047021100","Census Tract 211, Kings County, New York","1253","186",
"1400000US36047021200","Census Tract 212, Kings County, New York","1356","98",
"1400000US36047021300","Census Tract 213, Kings County, New York","1378","68",
"1400000US36047021400","Census Tract 214, Kings County, New York","1389","78",
"1400000US36047021500","Census Tract 215, Kings County, New York","1580","150",
"1400000US36047021600","Census Tract 216, Kings County, New York","1446","109",
"1400000US36047021700","Census Tract 217, Kings County, New York","1199","108",
"1400000US36047021800","Census Tract 218, Kings County, New York","1539","201",
"1400000US36047021900","Census Tract 219, Kings County, New York","1428","189",
"1400000US36047022000","Census Tract 220, Kings County, New York","1702","106",
"1400000US36047022100","Census Tract 221, Kings County, New York","1311","123",
"1400000US36047022200","Census Tract 222, Kings County, New York","1371","112",
"1400000US36047022400","Census Tract 224, Kings County, New York","1493","150",
"1400000US36047022600","Census Tract 226, Kings County, New York","1432","158",
"1400000US36047022700","Census Tract 227, Kings County, New York","1701","161",
"1400000US36047022800","Census Tract 228, Kings County, New York","1326","132",
"1400000US36047022900","Census Tract 229, Kings County, New York","2073","130",
"1400000US36047023000","Census Tract 230, Kings County, New York","1313","111",
"1400000US36047023100","Census Tract 231, Kings County, New York","1589","238",
"1400000US36047023200","Census Tract 232, Kings County, New York","1452","255",
"1400000US36047023300","Census Tract 233, Kings County, New York","1105","227",
"1400000US36047023400","Census Tract 234, Kings County, New York","1553","128",
"1400000US36047023500","Census Tract 235, Kings County, New York","1647","201",
"1400000US36047023600","Census Tract 236, Kings County, New York","1437","87",
"1400000US36047023800","Census Tract 238, Kings County, New York","1413","60",
"1400000US36047024000","Census Tract 240, Kings County, New York","1367","99",
"1400000US36047024100","Census Tract 241, Kings County, New York","2072","166",
"1400000US36047024200","Census Tract 242, Kings County, New York","1572","103",
"1400000US36047024300","Census Tract 243, Kings County, New York","1155","241",
"1400000US36047024400","Census Tract 244, Kings County, New York","1595","127",
"1400000US36047024500","Census Tract 245, Kings County, New York","1427","228",
"1400000US36047024600","Census Tract 246, Kings County, New York","1364","134",
"1400000US36047024700","Census Tract 247, Kings County, New York","1538","315",
"1400000US36047024800","Census Tract 248, Kings County, New York","1292","101",
"1400000US36047024900","Census Tract 249, Kings County, New York","1535","147",
"1400000US36047025000","Census Tract 250, Kings County, New York","1273","280",
"1400000US36047025100","Census Tract 251, Kings County, New York","1104","160",
"1400000US36047025200","Census Tract 252, Kings County, New York","1350","66",
"1400000US36047025300","Census Tract 253, Kings County, New York","1572","182",
"1400000US36047025400","Census Tract 254, Kings County, New York","1247","109",
"1400000US36047025500","Census Tract 255, Kings County, New York","522","55",
"1400000US36047025600","Census Tract 256, Kings County, New York","1419","134",
"1400000US36047025700","Census Tract 257, Kings County, New York","1402","152",
"1400000US36047025800","Census Tract 258, Kings County, New York","1374","80",
"1400000US36047025901","Census Tract 259.01, Kings County, New York","1478","110",
"1400000US36047025902","Census Tract 259.02, Kings County, New York","350","312",
"1400000US36047026000","Census Tract 260, Kings County, New York","1361","136",
"1400000US36047026100","Census Tract 261, Kings County, New York","1454","137",
"1400000US36047026200","Census Tract 262, Kings County, New York","1398","106",
"1400000US36047026300","Census Tract 263, Kings County, New York","1219","270",
"1400000US36047026400","Census Tract 264, Kings County, New York","1299","85",
"1400000US36047026500","Census Tract 265, Kings County, New York","1408","121",
"1400000US36047026600","Census Tract 266, Kings County, New York","1323","88",
"1400000US36047026700","Census Tract 267, Kings County, New York","1539","203",
"1400000US36047026800","Census Tract 268, Kings County, New York","1410","54",
"1400000US36047026900","Census Tract 269, Kings County, New York","1550","207",
"1400000US36047027000","Census Tract 270, Kings County, New York","1444","257",
"1400000US36047027100","Census Tract 271, Kings County, New York","1364","213",
"1400000US36047027200","Census Tract 272, Kings County, New York","1359","124",
"1400000US36047027300","Census Tract 273, Kings County, New York","1107","147",
"1400000US36047027400","Census Tract 274, Kings County, New York","1345","239",
"1400000US36047027500","Census Tract 275, Kings County, New York","1798","144",
"1400000US36047027600","Census Tract 276, Kings County, New York","1337","78",
"1400000US36047027700","Census Tract 277, Kings County, New York","1254","136",
"1400000US36047027800","Census Tract 278, Kings County, New York","1407","99",
"1400000US36047027900","Census Tract 279, Kings County, New York","1299","157",
"1400000US36047028000","Census Tract 280, Kings County, New York","1333","87",
"1400000US36047028100","Census Tract 281, Kings County, New York","834","192",
"1400000US36047028200","Census Tract 282, Kings County, New York","1596","128",
"1400000US36047028300","Census Tract 283, Kings County, New York","975","205",
"1400000US36047028400","Census Tract 284, Kings County, New York","1326","81",
"1400000US36047028501","Census Tract 285.01, Kings County, New York","2125","928",
"1400000US36047028502","Census Tract 285.02, Kings County, New York","530","93",
"1400000US36047028600","Census Tract 286, Kings County, New York","1356","58",
"1400000US36047028700","Census Tract 287, Kings County, New York","1090","292",
"1400000US36047028800","Census Tract 288, Kings County, New York","1386","83",
"1400000US36047028900","Census Tract 289, Kings County, New York","1055","294",
"1400000US36047029000","Census Tract 290, Kings County, New York","1332","131",
"1400000US36047029100","Census Tract 291, Kings County, New York","1413","136",
"1400000US36047029200","Census Tract 292, Kings County, New York","1457","77",
"1400000US36047029300","Census Tract 293, Kings County, New York","988","324",
"1400000US36047029400","Census Tract 294, Kings County, New York","1337","78",
"1400000US36047029500","Census Tract 295, Kings County, New York","1442","94",
"1400000US36047029600","Census Tract 296, Kings County, New York","1467","67",
"1400000US36047029700","Census Tract 297, Kings County, New York","1628","188",
"1400000US36047029800","Census Tract 298, Kings County, New York","1500","192",
"1400000US36047029900","Census Tract 299, Kings County, New York","1216","192",
"1400000US36047030000","Census Tract 300, Kings County, New York","1352","127",
"1400000US36047030100","Census Tract 301, Kings County, New York","1301","113",
"1400000US36047030200","Census Tract 302, Kings County, New York","1377","83",
"1400000US36047030300","Census Tract 303, Kings County, New York","930","107",
"1400000US36047030400","Census Tract 304, Kings County, New York","1135","119",
"1400000US36047030500","Census Tract 305, Kings County, New York","1838","155",
"1400000US36047030600","Census Tract 306, Kings County, New York","1183","146",
"1400000US36047030700","Census Tract 307, Kings County, New York","605","303",
"1400000US36047030800","Census Tract 308, Kings County, New York","1038","128",
"1400000US36047030900","Census Tract 309, Kings County, New York","1226","170",
"1400000US36047031100","Census Tract 311, Kings County, New York","1263","193",
"1400000US36047031300","Census Tract 313, Kings County, New York","1143","121",
"1400000US36047031400","Census Tract 314, Kings County, New York","1163","159",
"1400000US36047031500","Census Tract 315, Kings County, New York","1406","136",
"1400000US36047031701","Census Tract 317.01, Kings County, New York","1579","193",
"1400000US36047031702","Census Tract 317.02, Kings County, New York","1629","126",
"1400000US36047031900","Census Tract 319, Kings County, New York","1282","139",
"1400000US36047032100","Census Tract 321, Kings County, New York","1648","80",
"1400000US36047032300","Census Tract 323, Kings County, New York","1482","241",
"1400000US36047032500","Census Tract 325, Kings County, New York","1376","126",
"1400000US36047032600","Census Tract 326, Kings County, New York","667","151",
"1400000US36047032700","Census Tract 327, Kings County, New York","1187","77",
"1400000US36047032800","Census Tract 328, Kings County, New York","1001","294",
"1400000US36047032900","Census Tract 329, Kings County, New York","1360","72",
"1400000US36047033000","Census Tract 330, Kings County, New York","640","212",
"1400000US36047033100","Census Tract 331, Kings County, New York","1354","64",
"1400000US36047033300","Census Tract 333, Kings County, New York","1395","107",
"1400000US36047033500","Census Tract 335, Kings County, New York","1449","178",
"1400000US36047033600","Census Tract 336, Kings County, New York","1540","177",
"1400000US36047033700","Census Tract 337, Kings County, New York","1359","155",
"1400000US36047033900","Census Tract 339, Kings County, New York","1237","148",
"1400000US36047034000","Census Tract 340, Kings County, New York","536","168",
"1400000US36047034100","Census Tract 341, Kings County, New York","1328","119",
"1400000US36047034200","Census Tract 342, Kings County, New York","453","77",
"1400000US36047034300","Census Tract 343, Kings County, New York","720","63",
"1400000US36047034500","Census Tract 345, Kings County, New York","1384","101",
"1400000US36047034700","Census Tract 347, Kings County, New York","1103","173",
"1400000US36047034800","Census Tract 348, Kings County, New York","1614","133",
"1400000US36047034900","Census Tract 349, Kings County, New York","1307","67",
"1400000US36047035000","Census Tract 350, Kings County, New York","1105","61",
"1400000US36047035100","Census Tract 351, Kings County, New York","1192","110",
"1400000US36047035200","Census Tract 352, Kings County, New York","328","54",
"1400000US36047035300","Census Tract 353, Kings County, New York","1243","112",
"1400000US36047035400","Census Tract 354, Kings County, New York","946","213",
"1400000US36047035500","Census Tract 355, Kings County, New York","1247","82",
"1400000US36047035601","Census Tract 356.01, Kings County, New York","927","106",
"1400000US36047035602","Census Tract 356.02, Kings County, New York","1265","232",
"1400000US36047035700","Census Tract 357, Kings County, New York","1154","132",
"1400000US36047035900","Census Tract 359, Kings County, New York","1122","125",
"1400000US36047036001","Census Tract 360.01, Kings County, New York","1046","115",
"1400000US36047036002","Census Tract 360.02, Kings County, New York","829","380",
"1400000US36047036100","Census Tract 361, Kings County, New York","970","135",
"1400000US36047036200","Census Tract 362, Kings County, New York","1346","140",
"1400000US36047036300","Census Tract 363, Kings County, New York","1073","153",
"1400000US36047036400","Census Tract 364, Kings County, New York","1390","113",
"1400000US36047036501","Census Tract 365.01, Kings County, New York","1107","80",
"1400000US36047036502","Census Tract 365.02, Kings County, New York","1048","112",
"1400000US36047036600","Census Tract 366, Kings County, New York","1338","72",
"1400000US36047036700","Census Tract 367, Kings County, New York","1274","144",
"1400000US36047036900","Census Tract 369, Kings County, New York","1154","109",
"1400000US36047037000","Census Tract 370, Kings County, New York","1308","146",
"1400000US36047037100","Census Tract 371, Kings County, New York","1431","82",
"1400000US36047037300","Census Tract 373, Kings County, New York","1207","308",
"1400000US36047037401","Census Tract 374.01, Kings County, New York","1443","128",
"1400000US36047037402","Census Tract 374.02, Kings County, New York","1224","140",
"1400000US36047037500","Census Tract 375, Kings County, New York","1566","240",
"1400000US36047037700","Census Tract 377, Kings County, New York","1342","220",
"1400000US36047037900","Census Tract 379, Kings County, New York","1234","94",
"1400000US36047038100","Census Tract 381, Kings County, New York","841","321",
"1400000US36047038200","Census Tract 382, Kings County, New York","400","93",
"1400000US36047038300","Census Tract 383, Kings County, New York","1493","198",
"1400000US36047038500","Census Tract 385, Kings County, New York","1515","222",
"1400000US36047038600","Census Tract 386, Kings County, New York","1474","196",
"1400000US36047038700","Census Tract 387, Kings County, New York","1333","256",
"1400000US36047038800","Census Tract 388, Kings County, New York","1481","136",
"1400000US36047038900","Census Tract 389, Kings County, New York","1597","104",
"1400000US36047039000","Census Tract 390, Kings County, New York","1431","165",
"1400000US36047039100","Census Tract 391, Kings County, New York","1308","172",
"1400000US36047039200","Census Tract 392, Kings County, New York","1480","126",
"1400000US36047039300","Census Tract 393, Kings County, New York","1615","181",
"1400000US36047039400","Census Tract 394, Kings County, New York","1503","167",
"1400000US36047039500","Census Tract 395, Kings County, New York","1423","197",
"1400000US36047039600","Census Tract 396, Kings County, New York","1345","57",
"1400000US36047039700","Census Tract 397, Kings County, New York","1296","188",
"1400000US36047039800","Census Tract 398, Kings County, New York","1363","90",
"1400000US36047039900","Census Tract 399, Kings County, New York","1217","127",
"1400000US36047040000","Census Tract 400, Kings County, New York","1441","68",
"1400000US36047040100","Census Tract 401, Kings County, New York","1361","140",
"1400000US36047040200","Census Tract 402, Kings County, New York","1294","101",
"1400000US36047040300","Census Tract 403, Kings County, New York","1739","83",
"1400000US36047040400","Census Tract 404, Kings County, New York","1339","123",
"1400000US36047040500","Census Tract 405, Kings County, New York","1563","178",
"1400000US36047040600","Census Tract 406, Kings County, New York","1310","102",
"1400000US36047040700","Census Tract 407, Kings County, New York","-","**",
"1400000US36047040800","Census Tract 408, Kings County, New York","1397","94",
"1400000US36047040900","Census Tract 409, Kings County, New York","1427","103",
"1400000US36047041000","Census Tract 410, Kings County, New York","1393","154",
"1400000US36047041100","Census Tract 411, Kings County, New York","1161","229",
"1400000US36047041200","Census Tract 412, Kings County, New York","1190","196",
"1400000US36047041300","Census Tract 413, Kings County, New York","1321","143",
"1400000US36047041401","Census Tract 414.01, Kings County, New York","1634","160",
"1400000US36047041402","Census Tract 414.02, Kings County, New York","1383","78",
"1400000US36047041500","Census Tract 415, Kings County, New York","1481","174",
"1400000US36047041600","Census Tract 416, Kings County, New York","1506","218",
"1400000US36047041700","Census Tract 417, Kings County, New York","777","291",
"1400000US36047041800","Census Tract 418, Kings County, New York","1353","199",
"1400000US36047041900","Census Tract 419, Kings County, New York","1270","219",
"1400000US36047042000","Census Tract 420, Kings County, New York","1775","243",
"1400000US36047042100","Census Tract 421, Kings County, New York","1383","227",
"1400000US36047042200","Census Tract 422, Kings County, New York","1467","108",
"1400000US36047042300","Census Tract 423, Kings County, New York","1690","303",
"1400000US36047042400","Census Tract 424, Kings County, New York","1358","57",
"1400000US36047042500","Census Tract 425, Kings County, New York","1692","165",
"1400000US36047042600","Census Tract 426, Kings County, New York","1212","95",
"1400000US36047042700","Census Tract 427, Kings County, New York","1494","130",
"1400000US36047042800","Census Tract 428, Kings County, New York","1360","84",
"1400000US36047042900","Census Tract 429, Kings County, New York","1524","127",
"1400000US36047043000","Census Tract 430, Kings County, New York","1355","45",
"1400000US36047043100","Census Tract 431, Kings County, New York","1662","188",
"1400000US36047043200","Census Tract 432, Kings County, New York","1299","68",
"1400000US36047043300","Census Tract 433, Kings County, New York","1142","121",
"1400000US36047043400","Census Tract 434, Kings County, New York","1304","126",
"1400000US36047043500","Census Tract 435, Kings County, New York","1708","119",
"1400000US36047043600","Census Tract 436, Kings County, New York","1309","67",
"1400000US36047043700","Census Tract 437, Kings County, New York","1688","122",
"1400000US36047043800","Census Tract 438, Kings County, New York","1474","98",
"1400000US36047043900","Census Tract 439, Kings County, New York","1511","133",
"1400000US36047044000","Census Tract 440, Kings County, New York","1462","97",
"1400000US36047044100","Census Tract 441, Kings County, New York","1410","81",
"1400000US36047044200","Census Tract 442, Kings County, New York","1593","425",
"1400000US36047044300","Census Tract 443, Kings County, New York","1484","103",
"1400000US36047044400","Census Tract 444, Kings County, New York","1297","164",
"1400000US36047044500","Census Tract 445, Kings County, New York","1447","106",
"1400000US36047044600","Census Tract 446, Kings County, New York","1380","108",
"1400000US36047044700","Census Tract 447, Kings County, New York","1384","239",
"1400000US36047044800","Census Tract 448, Kings County, New York","1293","153",
"1400000US36047044900","Census Tract 449, Kings County, New York","613","130",
"1400000US36047045000","Census Tract 450, Kings County, New York","2192","235",
"1400000US36047045200","Census Tract 452, Kings County, New York","1773","215",
"1400000US36047045300","Census Tract 453, Kings County, New York","1864","177",
"1400000US36047045400","Census Tract 454, Kings County, New York","1372","95",
"1400000US36047045600","Census Tract 456, Kings County, New York","1349","82",
"1400000US36047045800","Census Tract 458, Kings County, New York","1138","107",
"1400000US36047046000","Census Tract 460, Kings County, New York","1262","113",
"1400000US36047046201","Census Tract 462.01, Kings County, New York","1029","132",
"1400000US36047046202","Census Tract 462.02, Kings County, New York","1732","312",
"1400000US36047046400","Census Tract 464, Kings County, New York","1689","147",
"1400000US36047046800","Census Tract 468, Kings County, New York","1946","283",
"1400000US36047047000","Census Tract 470, Kings County, New York","1700","314",
"1400000US36047047200","Census Tract 472, Kings County, New York","1621","218",
"1400000US36047047400","Census Tract 474, Kings County, New York","1604","160",
"1400000US36047047600","Census Tract 476, Kings County, New York","1285","475",
"1400000US36047047700","Census Tract 477, Kings County, New York","2661","175",
"1400000US36047047800","Census Tract 478, Kings County, New York","1290","181",
"1400000US36047048000","Census Tract 480, Kings County, New York","1486","249",
"1400000US36047048100","Census Tract 481, Kings County, New York","1919","244",
"1400000US36047048200","Census Tract 482, Kings County, New York","1367","97",
"1400000US36047048400","Census Tract 484, Kings County, New York","1674","71",
"1400000US36047048500","Census Tract 485, Kings County, New York","2419","125",
"1400000US36047048600","Census Tract 486, Kings County, New York","1425","65",
"1400000US36047048800","Census Tract 488, Kings County, New York","1183","117",
"1400000US36047048900","Census Tract 489, Kings County, New York","415","68",
"1400000US36047049000","Census Tract 490, Kings County, New York","1507","118",
"1400000US36047049100","Census Tract 491, Kings County, New York","1076","116",
"1400000US36047049200","Census Tract 492, Kings County, New York","1323","114",
"1400000US36047049300","Census Tract 493, Kings County, New York","778","183",
"1400000US36047049400","Census Tract 494, Kings County, New York","1582","119",
"1400000US36047049500","Census Tract 495, Kings County, New York","2022","177",
"1400000US36047049600","Census Tract 496, Kings County, New York","1667","101",
"1400000US36047049700","Census Tract 497, Kings County, New York","2142","155",
"1400000US36047049800","Census Tract 498, Kings County, New York","1599","125",
"1400000US36047049900","Census Tract 499, Kings County, New York","1952","259",
"1400000US36047050000","Census Tract 500, Kings County, New York","1745","156",
"1400000US36047050100","Census Tract 501, Kings County, New York","2025","217",
"1400000US36047050202","Census Tract 502.02, Kings County, New York","1849","226",
"1400000US36047050300","Census Tract 503, Kings County, New York","1968","259",
"1400000US36047050400","Census Tract 504, Kings County, New York","1542","106",
"1400000US36047050500","Census Tract 505, Kings County, New York","1041","141",
"1400000US36047050600","Census Tract 506, Kings County, New York","1537","86",
"1400000US36047050700","Census Tract 507, Kings County, New York","1139","84",
"1400000US36047050801","Census Tract 508.01, Kings County, New York","1366","52",
"1400000US36047050803","Census Tract 508.03, Kings County, New York","1453","74",
"1400000US36047050804","Census Tract 508.04, Kings County, New York","1277","132",
"1400000US36047050900","Census Tract 509, Kings County, New York","1491","320",
"1400000US36047051001","Census Tract 510.01, Kings County, New York","1411","60",
"1400000US36047051002","Census Tract 510.02, Kings County, New York","1357","49",
"1400000US36047051100","Census Tract 511, Kings County, New York","1118","96",
"1400000US36047051200","Census Tract 512, Kings County, New York","1515","113",
"1400000US36047051300","Census Tract 513, Kings County, New York","2412","222",
"1400000US36047051400","Census Tract 514, Kings County, New York","1456","64",
"1400000US36047051500","Census Tract 515, Kings County, New York","3097","154",
"1400000US36047051601","Census Tract 516.01, Kings County, New York","1344","46",
"1400000US36047051602","Census Tract 516.02, Kings County, New York","1398","51",
"1400000US36047051700","Census Tract 517, Kings County, New York","2706","152",
"1400000US36047051800","Census Tract 518, Kings County, New York","1417","133",
"1400000US36047051900","Census Tract 519, Kings County, New York","3094","165",
"1400000US36047052000","Census Tract 520, Kings County, New York","1317","59",
"1400000US36047052300","Census Tract 523, Kings County, New York","1608","417",
"1400000US36047052500","Census Tract 525, Kings County, New York","950","312",
"1400000US36047052600","Census Tract 526, Kings County, New York","1488","90",
"1400000US36047052700","Census Tract 527, Kings County, New York","1314","204",
"1400000US36047052800","Census Tract 528, Kings County, New York","1506","157",
"1400000US36047052900","Census Tract 529, Kings County, New York","1204","225",
"1400000US36047053000","Census Tract 530, Kings County, New York","1393","83",
"1400000US36047053100","Census Tract 531, Kings County, New York","1751","303",
"1400000US36047053200","Census Tract 532, Kings County, New York","1352","81",
"1400000US36047053300","Census Tract 533, Kings County, New York","1160","94",
"1400000US36047053400","Census Tract 534, Kings County, New York","1411","87",
"1400000US36047053500","Census Tract 535, Kings County, New York","1080","170",
"1400000US36047053700","Census Tract 537, Kings County, New York","1241","257",
"1400000US36047053800","Census Tract 538, Kings County, New York","1371","67",
"1400000US36047053900","Census Tract 539, Kings County, New York","1273","129",
"1400000US36047054200","Census Tract 542, Kings County, New York","1415","72",
"1400000US36047054300","Census Tract 543, Kings County, New York","2842","211",
"1400000US36047054400","Census Tract 544, Kings County, New York","1246","120",
"1400000US36047054500","Census Tract 545, Kings County, New York","517","40",
"1400000US36047054600","Census Tract 546, Kings County, New York","1357","51",
"1400000US36047054700","Census Tract 547, Kings County, New York","1642","202",
"1400000US36047054800","Census Tract 548, Kings County, New York","1465","102",
"1400000US36047054900","Census Tract 549, Kings County, New York","3000","275",
"1400000US36047055000","Census Tract 550, Kings County, New York","1331","112",
"1400000US36047055100","Census Tract 551, Kings County, New York","1522","273",
"1400000US36047055200","Census Tract 552, Kings County, New York","1387","67",
"1400000US36047055300","Census Tract 553, Kings County, New York","2434","218",
"1400000US36047055400","Census Tract 554, Kings County, New York","1440","80",
"1400000US36047055500","Census Tract 555, Kings County, New York","2626","415",
"1400000US36047055600","Census Tract 556, Kings County, New York","1485","99",
"1400000US36047055700","Census Tract 557, Kings County, New York","2551","145",
"1400000US36047055800","Census Tract 558, Kings County, New York","1203","55",
"1400000US36047056000","Census Tract 560, Kings County, New York","1475","142",
"1400000US36047056100","Census Tract 561, Kings County, New York","2034","175",
"1400000US36047056200","Census Tract 562, Kings County, New York","-","**",
"1400000US36047056300","Census Tract 563, Kings County, New York","2019","223",
"1400000US36047056400","Census Tract 564, Kings County, New York","1146","131",
"1400000US36047056500","Census Tract 565, Kings County, New York","1886","86",
"1400000US36047056600","Census Tract 566, Kings County, New York","1566","79",
"1400000US36047056800","Census Tract 568, Kings County, New York","1442","83",
"1400000US36047056900","Census Tract 569, Kings County, New York","2152","127",
"1400000US36047057000","Census Tract 570, Kings County, New York","1056","126",
"1400000US36047057100","Census Tract 571, Kings County, New York","1970","196",
"1400000US36047057200","Census Tract 572, Kings County, New York","496","119",
"1400000US36047057300","Census Tract 573, Kings County, New York","2137","163",
"1400000US36047057400","Census Tract 574, Kings County, New York","1293","236",
"1400000US36047057500","Census Tract 575, Kings County, New York","1924","110",
"1400000US36047057600","Census Tract 576, Kings County, New York","1637","177",
"1400000US36047057800","Census Tract 578, Kings County, New York","1356","61",
"1400000US36047057900","Census Tract 579, Kings County, New York","1668","202",
"1400000US36047058000","Census Tract 580, Kings County, New York","1560","132",
"1400000US36047058200","Census Tract 582, Kings County, New York","1372","67",
"1400000US36047058400","Census Tract 584, Kings County, New York","1431","113",
"1400000US36047058600","Census Tract 586, Kings County, New York","1291","197",
"1400000US36047058800","Census Tract 588, Kings County, New York","1483","132",
"1400000US36047058900","Census Tract 589, Kings County, New York","1955","104",
"1400000US36047059000","Census Tract 590, Kings County, New York","1516","140",
"1400000US36047059100","Census Tract 591, Kings County, New York","1985","122",
"1400000US36047059200","Census Tract 592, Kings County, New York","1386","84",
"1400000US36047059300","Census Tract 593, Kings County, New York","1814","146",
