CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID
"351.02","3",Brooklyn,"035102","3035102",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035102"
"352","3",Brooklyn,"035200","3035200",I,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035200"
"353.01","3",Brooklyn,"035301","3035301",E,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035301"
"353.02","3",Brooklyn,"035302","3035302",I,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035302"
"355","3",Brooklyn,"035500","3035500",E,Crown Heights (South),BK0901,BK09,BK09 Crown Heights (South) (CD 9 Approximation),"36047035500"
"356.01","3",Brooklyn,"035601","3035601",E,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035601"
"356.02","3",Brooklyn,"035602","3035602",E,Coney Island-Sea Gate,BK1302,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047035602"
"357.01","3",Brooklyn,"035701","3035701",E,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035701"
"357.02","3",Brooklyn,"035702","3035702",I,Lincoln Terrace Park,BK0891,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035702"
"359","3",Brooklyn,"035900","3035900",E,Crown Heights (North),BK0802,BK08,BK08 Crown Heights (North) (CD 8 Approximation),"36047035900"
"360.01","3",Brooklyn,"036001","3036001",E,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036001"
"360.02","3",Brooklyn,"036002","3036002",E,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036002"
"361","3",Brooklyn,"036100","3036100",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036100"
"362","3",Brooklyn,"036200","3036200",E,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036200"
"363","3",Brooklyn,"036300","3036300",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036300"
"364","3",Brooklyn,"036400","3036400",E,Brighton Beach,BK1303,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047036400"
"365.01","3",Brooklyn,"036501","3036501",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036501"
"369","3",Brooklyn,"036900","3036900",E,Ocean Hill,BK1601,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047036900"
"370","3",Brooklyn,"037000","3037000",I,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037000"
"374.01","3",Brooklyn,"037401","3037401",E,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047037401"
"375","3",Brooklyn,"037500","3037500",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037500"
"377","3",Brooklyn,"037700","3037700",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037700"
"379","3",Brooklyn,"037900","3037900",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047037900"
"381","3",Brooklyn,"038100","3038100",E,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038100"
"382","3",Brooklyn,"038200","3038200",E,Gravesend (South),BK1301,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),"36047038200"
"383","3",Brooklyn,"038300","3038300",I,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038300"
"385","3",Brooklyn,"038500","3038500",I,Bedford-Stuyvesant (East),BK0302,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),"36047038500"
"388","3",Brooklyn,"038800","3038800",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047038800"
"389","3",Brooklyn,"038900","3038900",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047038900"
"390","3",Brooklyn,"039000","3039000",I,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039000"
"392","3",Brooklyn,"039200","3039200",I,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039200"
"394","3",Brooklyn,"039400","3039400",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039400"
"396","3",Brooklyn,"039600","3039600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047039600"
"399","3",Brooklyn,"039900","3039900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047039900"
"402","3",Brooklyn,"040200","3040200",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040200"
"403","3",Brooklyn,"040300","3040300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040300"
"404","3",Brooklyn,"040400","3040400",I,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040400"
"405","3",Brooklyn,"040500","3040500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040500"
"406","3",Brooklyn,"040600","3040600",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047040600"
"407","3",Brooklyn,"040700","3040700",I,The Evergreens Cemetery,BK0471,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040700"
"409","3",Brooklyn,"040900","3040900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047040900"
"411","3",Brooklyn,"041100","3041100",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041100"
"413","3",Brooklyn,"041300","3041300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041300"
"414.01","3",Brooklyn,"041401","3041401",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041401"
"414.02","3",Brooklyn,"041402","3041402",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041402"
"415","3",Brooklyn,"041500","3041500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041500"
"416","3",Brooklyn,"041600","3041600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041600"
"417","3",Brooklyn,"041700","3041700",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041700"
"418","3",Brooklyn,"041800","3041800",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047041800"
"419","3",Brooklyn,"041900","3041900",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047041900"
"421","3",Brooklyn,"042100","3042100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042100"
"425","3",Brooklyn,"042500","3042500",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042500"
"428","3",Brooklyn,"042800","3042800",E,Gravesend (West),BK1103,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047042800"
"429","3",Brooklyn,"042900","3042900",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047042900"
"430","3",Brooklyn,"043000","3043000",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043000"
"431","3",Brooklyn,"043100","3043100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043100"
"432","3",Brooklyn,"043200","3043200",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043200"
"433","3",Brooklyn,"043300","3043300",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043300"
"434","3",Brooklyn,"043400","3043400",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043400"
"435","3",Brooklyn,"043500","3043500",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043500"
"436","3",Brooklyn,"043600","3043600",E,Bensonhurst,BK1101,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),"36047043600"
"437","3",Brooklyn,"043700","3043700",E,Bushwick (East),BK0402,BK04,BK04 Bushwick (CD 4 Equivalent),"36047043700"
"438","3",Brooklyn,"043800","3043800",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047043800"
"440","3",Brooklyn,"044000","3044000",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044000"
"441","3",Brooklyn,"044100","3044100",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044100"
"442","3",Brooklyn,"044200","3044200",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044200"
"443","3",Brooklyn,"044300","3044300",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044300"
"444","3",Brooklyn,"044400","3044400",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044400"
"445","3",Brooklyn,"044500","3044500",E,Bushwick (West),BK0401,BK04,BK04 Bushwick (CD 4 Equivalent),"36047044500"
"446","3",Brooklyn,"044600","3044600",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044600"
"448","3",Brooklyn,"044800","3044800",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047044800"
"452","3",Brooklyn,"045200","3045200",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045200"
"454","3",Brooklyn,"045400","3045400",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045400"
"456","3",Brooklyn,"045600","3045600",E,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045600"
"458","3",Brooklyn,"045800","3045800",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047045800"
"460","3",Brooklyn,"046000","3046000",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046000"
"462.01","3",Brooklyn,"046201","3046201",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047046201"
"468","3",Brooklyn,"046800","3046800",I,Mapleton-Midwood (West),BK1204,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047046800"
"470","3",Brooklyn,"047000","3047000",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047000"
"472","3",Brooklyn,"047200","3047200",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047200"
"474","3",Brooklyn,"047400","3047400",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047400"
"478","3",Brooklyn,"047800","3047800",E,Borough Park,BK1202,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047047800"
"480","3",Brooklyn,"048000","3048000",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048000"
"482","3",Brooklyn,"048200","3048200",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047048200"
"484","3",Brooklyn,"048400","3048400",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048400"
"486","3",Brooklyn,"048600","3048600",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048600"
"488","3",Brooklyn,"048800","3048800",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047048800"
"489","3",Brooklyn,"048900","3048900",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047048900"
"490","3",Brooklyn,"049000","3049000",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049000"
"492","3",Brooklyn,"049200","3049200",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049200"
"493.01","3",Brooklyn,"049301","3049301",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049301"
"494","3",Brooklyn,"049400","3049400",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049400"
"495","3",Brooklyn,"049500","3049500",I,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049500"
"496","3",Brooklyn,"049600","3049600",E,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049600"
"498","3",Brooklyn,"049800","3049800",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047049800"
"500.02","3",Brooklyn,"050002","3050002",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050002"
"503","3",Brooklyn,"050300","3050300",I,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050300"
"504.02","3",Brooklyn,"050402","3050402",I,Kensington,BK1203,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),"36047050402"
"505","3",Brooklyn,"050500","3050500",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050500"
"508.01","3",Brooklyn,"050801","3050801",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050801"
"508.04","3",Brooklyn,"050804","3050804",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047050804"
"509","3",Brooklyn,"050900","3050900",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050900"
"510.01","3",Brooklyn,"051001","3051001",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051001"
"510.02","3",Brooklyn,"051002","3051002",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051002"
"511","3",Brooklyn,"051100","3051100",E,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051100"
"513","3",Brooklyn,"051300","3051300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051300"
"514","3",Brooklyn,"051400","3051400",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051400"
"516.01","3",Brooklyn,"051601","3051601",E,Flatbush,BK1401,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051601"
"517","3",Brooklyn,"051700","3051700",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051700"
"518","3",Brooklyn,"051800","3051800",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047051800"
"519","3",Brooklyn,"051900","3051900",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051900"
"520","3",Brooklyn,"052000","3052000",I,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052000"
"523","3",Brooklyn,"052300","3052300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052300"
"526","3",Brooklyn,"052600","3052600",E,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052600"
"527","3",Brooklyn,"052700","3052700",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052700"
"528","3",Brooklyn,"052800","3052800",I,Flatbush (West)-Ditmas Park-Parkville,BK1402,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047052800"
"529","3",Brooklyn,"052900","3052900",I,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047052900"
"530","3",Brooklyn,"053000","3053000",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053000"
"531.01","3",Brooklyn,"053101","3053101",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053101"
"531.02","3",Brooklyn,"053102","3053102",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053102"
"532","3",Brooklyn,"053200","3053200",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053200"
"533","3",Brooklyn,"053300","3053300",E,South Williamsburg,BK0103,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047053300"
"534","3",Brooklyn,"053400","3053400",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053400"
"538","3",Brooklyn,"053800","3053800",I,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047053800"
"544","3",Brooklyn,"054400","3054400",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054400"
"546","3",Brooklyn,"054600","3054600",E,Midwood,BK1403,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),"36047054600"
"548","3",Brooklyn,"054800","3054800",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047054800"
"550","3",Brooklyn,"055000","3055000",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055000"
"552","3",Brooklyn,"055200","3055200",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055200"
"553","3",Brooklyn,"055300","3055300",E,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055300"
"556","3",Brooklyn,"055600","3055600",E,Gravesend (East)-Homecrest,BK1501,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055600"
"557","3",Brooklyn,"055700","3055700",I,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055700"
"558","3",Brooklyn,"055800","3055800",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047055800"
"560","3",Brooklyn,"056000","3056000",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056000"
"562","3",Brooklyn,"056200","3056200",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056200"
"563.01","3",Brooklyn,"056301","3056301",I,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047056301"
"564","3",Brooklyn,"056400","3056400",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056400"
"566","3",Brooklyn,"056600","3056600",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056600"
"568","3",Brooklyn,"056800","3056800",I,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047056800"
"570","3",Brooklyn,"057000","3057000",I,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057000"
"572","3",Brooklyn,"057200","3057200",E,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,BK1503,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057200"
"574","3",Brooklyn,"057400","3057400",E,Madison,BK1502,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),"36047057400"
